PO_ID,OrderDate,SupplierID,ProductID,OrderQuantity,UnitCost,TotalCost,ExpectedDelivery,ActualDelivery,Status
PO-2022-02075,8/16/2022,SUP069,P00317,700,24.57,17197.42,9/27/2022,10/6/2022,Delivered
PO-2022-02076,12/16/2023,SUP046,P00545,1119,23.56,26363.42,1/21/2024,1/20/2024,Delivered
PO-2022-02077,10/16/2023,SUP038,P01231,4536,45.42,206033.11,12/5/2023,12/10/2023,Delivered
PO-2022-02078,4/14/2023,SUP113,P01582,4057,49.4,200420.6,5/18/2023,5/18/2023,Delivered
PO-2022-02079,12/30/2022,SUP002,P00541,995,45.3,45072.14,1/23/2023,1/18/2023,Delivered
PO-2022-02080,10/26/2022,SUP077,P01847,2863,22.98,65791.14,12/14/2022,12/16/2022,Delivered
PO-2022-02081,2/15/2023,SUP059,P01408,342,26.62,9105.33,3/6/2023,3/11/2023,Delivered
PO-2022-02082,1/27/2023,SUP142,P00573,3522,49.6,174695.53,2/12/2023,,Shipped
PO-2022-02083,5/28/2022,SUP077,P01996,1493,26.96,40255.85,7/16/2022,7/17/2022,Delivered
PO-2022-02084,9/3/2023,SUP133,P00467,4752,21.75,103349.59,10/2/2023,,Cancelled
PO-2022-02085,4/26/2023,SUP144,P00008,2175,37.51,81587.32,6/1/2023,6/1/2023,Delivered
PO-2022-02086,6/25/2023,SUP123,P01518,1157,38.24,44244.41,7/10/2023,,Cancelled
PO-2022-02087,3/27/2022,SUP124,P01601,1420,37.87,53771.89,4/26/2022,4/24/2022,Delivered
PO-2022-02088,1/30/2023,SUP108,P01586,3649,35.25,128621.45,2/28/2023,3/6/2023,Delivered
PO-2022-02089,7/3/2023,SUP003,P00605,1822,22.46,40919.98,8/8/2023,8/15/2023,Delivered
PO-2022-02090,7/12/2023,SUP122,P00231,2450,35.88,87916.81,8/2/2023,7/31/2023,Delivered
PO-2022-02091,4/1/2022,SUP065,P00434,4178,37.59,157071.26,5/2/2022,4/29/2022,Delivered
PO-2022-02092,1/2/2023,SUP130,P01853,3578,19.83,70950.07,1/22/2023,1/19/2023,Delivered
PO-2022-02093,2/15/2023,SUP034,P01147,2305,39.59,91259.85,3/22/2023,3/24/2023,Delivered
PO-2022-02094,7/9/2023,SUP012,P01645,4006,31.38,125689.93,8/25/2023,8/22/2023,Delivered
PO-2022-02095,7/23/2022,SUP053,P01067,894,26.96,24105.13,9/1/2022,9/5/2022,Delivered
PO-2022-02096,10/1/2023,SUP011,P00899,2096,4.63,9703.57,10/9/2023,,Pending
PO-2022-02097,3/3/2022,SUP053,P00638,4145,7.91,32786.64,4/12/2022,4/10/2022,Delivered
PO-2022-02098,1/16/2022,SUP081,P01904,4158,25.21,104826.26,3/7/2022,3/14/2022,Delivered
PO-2022-02099,9/30/2022,SUP005,P00175,1357,17.84,24206.26,11/13/2022,11/14/2022,Delivered
PO-2022-02100,6/17/2023,SUP075,P01779,4475,27.59,123443.24,7/4/2023,7/5/2023,Delivered
PO-2022-02101,11/6/2022,SUP134,P00117,1595,41.84,66738.08,12/27/2022,12/23/2022,Delivered
PO-2022-02102,12/1/2023,SUP083,P00785,3832,21.43,82115.18,1/5/2024,,Cancelled
PO-2022-02103,3/22/2023,SUP101,P00736,2629,52.9,139070.38,4/25/2023,4/27/2023,Delivered
PO-2022-02104,7/20/2023,SUP136,P01811,4237,25.38,107539.84,8/1/2023,8/10/2023,Delivered
PO-2022-02105,2/3/2023,SUP106,P00464,1173,42.82,50231.27,2/13/2023,2/8/2023,Delivered
PO-2022-02106,1/16/2022,SUP092,P01240,3653,25,91335.7,2/5/2022,2/6/2022,Delivered
PO-2022-02107,12/3/2022,SUP123,P00998,2957,37.61,111212.17,12/18/2022,12/23/2022,Delivered
PO-2022-02108,9/28/2023,SUP033,P00185,3736,8.02,29966.71,10/14/2023,10/14/2023,Delivered
PO-2022-02109,5/18/2023,SUP113,P01101,4545,33.59,152670.84,6/21/2023,,Shipped
PO-2022-02110,4/1/2022,SUP047,P01349,4475,38.66,172992.86,4/25/2022,5/3/2022,Delivered
PO-2022-02111,7/21/2023,SUP017,P01541,1511,8.21,12400.91,7/30/2023,8/2/2023,Delivered
PO-2022-02112,8/28/2022,SUP111,P00361,3535,30.27,106989.88,10/19/2022,10/20/2022,Delivered
PO-2022-02113,4/21/2023,SUP062,P01635,4292,14.14,60701.39,5/24/2023,5/25/2023,Delivered
PO-2022-02114,6/19/2022,SUP084,P01181,2064,32.28,66632.65,7/11/2022,7/8/2022,Delivered
PO-2022-02115,9/1/2022,SUP003,P01501,2809,14.53,40821.57,10/7/2022,10/4/2022,Delivered
PO-2022-02116,6/18/2023,SUP124,P00113,1147,6.03,6913.96,7/18/2023,7/20/2023,Delivered
PO-2022-02117,9/23/2022,SUP061,P01873,1837,15.11,27762.72,11/14/2022,11/18/2022,Delivered
PO-2022-02118,8/31/2022,SUP105,P01412,3349,32.76,109710.02,10/29/2022,10/29/2022,Delivered
PO-2022-02119,7/12/2023,SUP102,P01351,2467,23,56735.18,8/28/2023,,Pending
PO-2022-02120,1/25/2022,SUP005,P00640,1674,10.23,17124.93,3/10/2022,3/5/2022,Delivered
PO-2022-02121,1/29/2023,SUP027,P01001,1418,49.12,69653.68,3/18/2023,3/24/2023,Delivered
PO-2022-02122,7/5/2022,SUP035,P00575,2134,13.72,29273.36,8/29/2022,,Cancelled
PO-2022-02123,2/15/2023,SUP029,P01411,1674,36.17,60551.75,3/14/2023,3/22/2023,Delivered
PO-2022-02124,7/15/2022,SUP024,P00700,2537,5.04,12790.19,8/31/2022,9/9/2022,Delivered
PO-2022-02125,11/25/2022,SUP032,P01707,3629,33.42,121270.49,1/14/2023,1/12/2023,Delivered
PO-2022-02126,1/2/2022,SUP142,P01326,758,30.75,23305.28,1/18/2022,1/20/2022,Delivered
PO-2022-02127,10/3/2022,SUP060,P00486,4762,43.15,205469.09,11/13/2022,11/17/2022,Delivered
PO-2022-02128,6/11/2023,SUP001,P00863,2284,35.48,81032.57,7/21/2023,7/27/2023,Delivered
PO-2022-02129,5/2/2023,SUP020,P01249,1228,31.66,38872.43,5/20/2023,,Pending
PO-2022-02130,1/7/2023,SUP076,P01166,3889,27.45,106771.52,2/2/2023,1/30/2023,Delivered
PO-2022-02131,12/10/2023,SUP017,P01973,810,21.32,17266.73,12/19/2023,12/27/2023,Delivered
PO-2022-02132,12/29/2023,SUP039,P01093,3055,39.7,121282.55,2/24/2024,2/26/2024,Delivered
PO-2022-02133,2/24/2023,SUP092,P00048,4426,37.85,167532.84,3/16/2023,3/21/2023,Delivered
PO-2022-02134,2/21/2022,SUP024,P00422,710,28.48,20217.89,4/9/2022,4/11/2022,Delivered
PO-2022-02135,1/9/2023,SUP043,P00530,2534,43.83,111072.27,2/15/2023,2/10/2023,Delivered
PO-2022-02136,9/21/2023,SUP137,P00538,4691,38.11,178771.96,10/8/2023,10/11/2023,Delivered
PO-2022-02137,7/19/2023,SUP014,P00760,4323,7.05,30487.12,9/16/2023,9/13/2023,Delivered
PO-2022-02138,5/14/2023,SUP055,P01223,3674,5.69,20908.58,6/28/2023,6/28/2023,Delivered
PO-2022-02139,2/17/2022,SUP032,P01200,610,17.25,10521.07,4/8/2022,4/11/2022,Delivered
PO-2022-02140,3/1/2022,SUP047,P01357,3922,45.03,176595.58,3/25/2022,3/23/2022,Delivered
PO-2022-02141,12/1/2022,SUP082,P01719,1394,7.82,10903.14,1/24/2023,,Shipped
PO-2022-02142,3/14/2023,SUP014,P01428,4933,19.1,94196.11,5/12/2023,,Pending
PO-2022-02143,6/29/2022,SUP135,P01011,1406,8.67,12187.68,8/8/2022,8/13/2022,Delivered
PO-2022-02144,6/17/2023,SUP018,P01489,2692,37.98,102235.07,7/13/2023,7/8/2023,Delivered
PO-2022-02145,4/12/2023,SUP018,P00439,2677,52.87,141530.57,5/8/2023,,Pending
PO-2022-02146,7/22/2023,SUP100,P01974,2644,31.83,84168.94,8/1/2023,8/3/2023,Delivered
PO-2022-02147,6/21/2022,SUP132,P00603,4037,18.83,76021.93,6/29/2022,7/8/2022,Delivered
PO-2022-02148,9/13/2022,SUP014,P00440,1458,39.23,57196.69,11/11/2022,11/9/2022,Delivered
PO-2022-02149,11/4/2023,SUP102,P00409,4051,23.15,93764.04,12/21/2023,12/18/2023,Delivered
PO-2022-02150,1/7/2023,SUP018,P00642,3194,20.95,66909.72,2/2/2023,1/28/2023,Delivered
PO-2022-02151,6/18/2023,SUP059,P00367,1307,51.8,67708.64,7/7/2023,7/15/2023,Delivered
PO-2022-02152,7/29/2022,SUP142,P00053,4936,50.98,251628.12,8/14/2022,8/15/2022,Delivered
PO-2022-02153,4/5/2023,SUP148,P00482,219,32.36,7085.81,4/23/2023,4/19/2023,Delivered
PO-2022-02154,6/4/2022,SUP007,P00868,3326,38.65,128534.8,7/16/2022,,Pending
PO-2022-02155,9/16/2022,SUP016,P00077,3510,41.77,146616.31,10/8/2022,10/14/2022,Delivered
PO-2022-02156,3/9/2023,SUP042,P01479,3934,4.66,18322.98,4/12/2023,4/8/2023,Delivered
PO-2022-02157,10/16/2023,SUP138,P01860,2964,31.38,93002.71,12/2/2023,12/8/2023,Delivered
PO-2022-02158,8/18/2022,SUP027,P01711,3575,46.75,167141.89,10/5/2022,10/4/2022,Delivered
PO-2022-02159,9/6/2023,SUP125,P00618,4013,10.57,42403.39,10/11/2023,10/10/2023,Delivered
PO-2022-02160,1/1/2022,SUP102,P00007,4513,9.85,44460.39,2/17/2022,2/19/2022,Delivered
PO-2022-02161,4/7/2023,SUP094,P00635,4908,16.96,83240.05,4/29/2023,5/8/2023,Delivered
PO-2022-02162,7/5/2022,SUP136,P00928,3543,30.78,109062.19,7/17/2022,7/26/2022,Delivered
PO-2022-02163,11/17/2022,SUP097,P01755,3145,33.2,104407.17,12/20/2022,12/17/2022,Delivered
PO-2022-02164,9/16/2023,SUP122,P00541,3566,38.7,138012.5,10/7/2023,10/3/2023,Delivered
PO-2022-02165,12/26/2022,SUP055,P01179,1503,11.36,17072.8,2/9/2023,2/4/2023,Delivered
PO-2022-02166,6/16/2022,SUP119,P00251,3451,23.43,80866.44,7/17/2022,7/24/2022,Delivered
PO-2022-02167,6/19/2023,SUP018,P00429,638,35.26,22495.58,7/15/2023,7/11/2023,Delivered
PO-2022-02168,7/1/2023,SUP063,P01919,2134,16.42,35049.05,7/27/2023,7/27/2023,Delivered
PO-2022-02169,4/22/2023,SUP010,P01523,1634,6.71,10966.64,6/10/2023,,Shipped
PO-2022-02170,8/19/2023,SUP149,P01015,341,32.85,11202.08,9/9/2023,9/15/2023,Delivered
PO-2022-02171,11/21/2023,SUP074,P01093,2586,43.25,111847.82,1/6/2024,,Shipped
PO-2022-02172,2/21/2023,SUP092,P01644,2868,50.47,144746.76,3/13/2023,,Shipped
PO-2022-02173,12/6/2022,SUP090,P01601,1579,34.75,54864.05,12/23/2022,12/18/2022,Delivered
PO-2022-02174,1/30/2022,SUP078,P00982,704,35.91,25278.45,3/17/2022,3/22/2022,Delivered
PO-2022-02175,11/15/2022,SUP088,P00031,1077,1.31,1407.35,1/5/2023,,Shipped
PO-2022-02176,8/17/2022,SUP078,P01366,559,45.47,25415.76,10/2/2022,9/28/2022,Delivered
PO-2022-02177,12/17/2022,SUP019,P01239,3566,45.26,161408.08,2/2/2023,2/5/2023,Delivered
PO-2022-02178,1/6/2022,SUP013,P00087,2336,46.02,107506.28,2/9/2022,,Shipped
PO-2022-02179,9/10/2023,SUP099,P00207,3490,40.91,142782.21,10/6/2023,10/5/2023,Delivered
PO-2022-02180,12/26/2023,SUP142,P00115,4406,29.86,131558.34,1/11/2024,,Shipped
PO-2022-02181,1/1/2023,SUP029,P01151,4910,40.3,197874.87,1/28/2023,1/26/2023,Delivered
PO-2022-02182,10/24/2023,SUP149,P01647,3850,20.4,78526.74,11/14/2023,,Shipped
PO-2022-02183,4/3/2022,SUP133,P00829,1437,5.97,8574.16,5/2/2022,5/5/2022,Delivered
PO-2022-02184,1/13/2023,SUP112,P00683,3164,25.62,81068.7,2/16/2023,2/14/2023,Delivered
PO-2022-02185,7/15/2023,SUP006,P01324,3346,16.44,55019.2,8/26/2023,9/2/2023,Delivered
PO-2022-02186,7/23/2022,SUP103,P00282,3818,43.19,164910.85,9/18/2022,9/16/2022,Delivered
PO-2022-02187,8/30/2023,SUP138,P00703,1130,42.08,47555.19,10/16/2023,10/12/2023,Delivered
PO-2022-02188,7/17/2023,SUP129,P00138,466,38.8,18080.96,7/27/2023,7/31/2023,Delivered
PO-2022-02189,6/8/2023,SUP094,P00078,1669,51.45,85870.78,6/30/2023,6/25/2023,Delivered
PO-2022-02190,8/15/2022,SUP088,P01818,337,33.23,11199.4,10/5/2022,10/10/2022,Delivered
PO-2022-02191,9/22/2023,SUP124,P01014,914,28.92,26436.71,10/22/2023,,Cancelled
PO-2022-02192,10/7/2022,SUP033,P01236,4262,39.3,167517.36,10/23/2022,10/19/2022,Delivered
PO-2022-02193,3/7/2023,SUP053,P01616,1158,1.2,1391.76,4/16/2023,4/25/2023,Delivered
PO-2022-02194,5/16/2022,SUP038,P00793,1236,41.43,51206.72,7/5/2022,,Cancelled
PO-2022-02195,6/9/2023,SUP134,P01356,2354,17.76,41795.98,7/30/2023,7/26/2023,Delivered
PO-2022-02196,2/9/2022,SUP025,P01276,4126,43.87,180999.88,3/8/2022,3/9/2022,Delivered
PO-2022-02197,4/16/2022,SUP004,P00964,3371,23.04,77673.43,5/18/2022,5/14/2022,Delivered
PO-2022-02198,4/27/2022,SUP126,P00424,2302,15.76,36286.58,5/31/2022,5/26/2022,Delivered
PO-2022-02199,4/8/2022,SUP032,P00701,2319,36.97,85738,5/28/2022,,Pending
PO-2022-02200,9/13/2022,SUP144,P00864,515,33.38,17189.06,10/19/2022,10/26/2022,Delivered
PO-2022-02201,5/19/2022,SUP099,P00962,1720,14.92,25663.98,6/14/2022,6/17/2022,Delivered
PO-2022-02202,11/4/2022,SUP068,P01809,4993,40.46,202004.67,12/8/2022,12/7/2022,Delivered
PO-2022-02203,2/14/2023,SUP087,P01409,4332,13.31,57680.14,3/11/2023,3/20/2023,Delivered
PO-2022-02204,10/26/2023,SUP142,P01971,2313,41.82,96733.27,11/11/2023,11/14/2023,Delivered
PO-2022-02205,6/23/2022,SUP082,P01092,1822,33.12,60352.1,8/16/2022,,Cancelled
PO-2022-02206,8/26/2022,SUP020,P01100,4118,14.72,60620.85,9/13/2022,,Pending
PO-2022-02207,10/20/2023,SUP135,P00797,1743,25.18,43892.27,11/29/2023,12/5/2023,Delivered
PO-2022-02208,1/7/2022,SUP081,P00293,1607,26.33,42316.09,2/26/2022,3/5/2022,Delivered
PO-2022-02209,9/13/2023,SUP122,P01209,3068,6.33,19406.83,10/4/2023,10/3/2023,Delivered
PO-2022-02210,6/7/2022,SUP020,P01914,1240,44.66,55384.19,6/25/2022,6/20/2022,Delivered
PO-2022-02211,6/29/2022,SUP084,P00924,1368,20.06,27435.36,7/21/2022,7/20/2022,Delivered
PO-2022-02212,8/29/2023,SUP136,P01483,903,30.16,27238.64,9/10/2023,9/8/2023,Delivered
PO-2022-02213,7/21/2023,SUP067,P00675,4934,21.29,105037.08,9/13/2023,9/15/2023,Delivered
PO-2022-02214,5/7/2023,SUP026,P01284,296,2.79,825.43,7/1/2023,6/30/2023,Delivered
PO-2022-02215,6/9/2022,SUP102,P01952,3378,41.04,138637.81,7/26/2022,7/31/2022,Delivered
PO-2022-02216,11/23/2022,SUP107,P01262,3278,1.97,6443.12,12/2/2022,12/9/2022,Delivered
PO-2022-02217,2/12/2022,SUP070,P01097,1821,6.42,11690.5,3/18/2022,3/23/2022,Delivered
PO-2022-02218,8/11/2023,SUP039,P01373,499,36.84,18385.58,10/7/2023,10/6/2023,Delivered
PO-2022-02219,1/18/2023,SUP098,P00082,1950,44.21,86200.9,2/12/2023,2/16/2023,Delivered
PO-2022-02220,3/11/2022,SUP140,P00524,396,9.05,3585.54,4/28/2022,4/24/2022,Delivered
PO-2022-02221,1/8/2022,SUP012,P00785,510,20.8,10606.21,2/24/2022,,Shipped
PO-2022-02222,1/14/2023,SUP094,P00824,2497,22.05,55048.15,2/5/2023,2/14/2023,Delivered
PO-2022-02223,6/12/2023,SUP052,P01691,2592,16.27,42174.86,8/9/2023,8/6/2023,Delivered
PO-2022-02224,12/25/2022,SUP136,P01536,143,6.44,920.59,1/6/2023,1/15/2023,Delivered
PO-2022-02225,8/11/2022,SUP139,P00902,2418,6.96,16818.17,9/9/2022,9/6/2022,Delivered
PO-2022-02226,9/4/2022,SUP062,P00821,3467,53.05,183939.34,10/7/2022,10/14/2022,Delivered
PO-2022-02227,9/8/2023,SUP112,P00240,4593,9.18,42158.56,10/12/2023,10/7/2023,Delivered
PO-2022-02228,1/22/2022,SUP085,P00813,1830,48.75,89221.23,3/16/2022,3/15/2022,Delivered
PO-2022-02229,5/22/2023,SUP112,P00813,3468,50.4,174776.73,6/25/2023,6/24/2023,Delivered
PO-2022-02230,9/19/2023,SUP020,P01419,3017,23.06,69577.51,10/7/2023,10/14/2023,Delivered
PO-2022-02231,10/11/2023,SUP109,P00479,3162,24.57,77685.9,12/1/2023,,Shipped
PO-2022-02232,3/17/2023,SUP005,P00916,3016,31.99,96469.06,4/30/2023,4/29/2023,Delivered
PO-2022-02233,2/3/2022,SUP044,P00453,3879,25.16,97578.15,3/24/2022,3/22/2022,Delivered
PO-2022-02234,10/10/2023,SUP137,P00835,1809,16.78,30349.33,10/27/2023,,Cancelled
PO-2022-02235,6/8/2023,SUP059,P01210,3404,30.3,103130.73,6/27/2023,7/6/2023,Delivered
PO-2022-02236,9/8/2023,SUP106,P01442,1571,37.68,59198.73,9/18/2023,9/17/2023,Delivered
PO-2022-02237,1/10/2022,SUP092,P01128,2492,3.07,7643.58,1/30/2022,2/7/2022,Delivered
PO-2022-02238,11/11/2023,SUP111,P01362,2689,38.7,104064.08,1/2/2024,1/10/2024,Delivered
PO-2022-02239,2/5/2023,SUP069,P00482,2257,37.51,84670.89,3/19/2023,3/25/2023,Delivered
PO-2022-02240,2/24/2022,SUP024,P00422,3093,26.46,81837.48,4/12/2022,4/14/2022,Delivered
PO-2022-02241,8/21/2022,SUP005,P01069,4753,15.04,71488.46,10/4/2022,10/2/2022,Delivered
PO-2022-02242,12/1/2022,SUP073,P01020,4190,20.73,86864.73,12/22/2022,12/23/2022,Delivered
PO-2022-02243,7/25/2023,SUP002,P01582,3685,43.05,158630.11,8/18/2023,8/18/2023,Delivered
PO-2022-02244,1/17/2022,SUP093,P01003,4823,26.99,130178.05,3/5/2022,2/28/2022,Delivered
PO-2022-02245,6/26/2022,SUP108,P00495,4230,24.99,105726.3,7/25/2022,7/29/2022,Delivered
PO-2022-02246,11/26/2023,SUP021,P01559,2242,33.08,74167.76,12/8/2023,12/12/2023,Delivered
PO-2022-02247,4/6/2022,SUP104,P01801,3552,42.66,151535.21,5/7/2022,5/7/2022,Delivered
PO-2022-02248,12/12/2023,SUP032,P01534,3031,19.34,58628.71,1/31/2024,,Cancelled
PO-2022-02249,8/4/2023,SUP126,P00180,4795,20.5,98308.06,9/7/2023,,Pending
PO-2022-02250,12/14/2022,SUP018,P00331,4805,53.56,257346.36,1/9/2023,1/8/2023,Delivered
PO-2022-02251,1/24/2023,SUP147,P01803,1484,22.56,33482.4,3/20/2023,3/25/2023,Delivered
PO-2022-02252,6/15/2023,SUP018,P01005,4763,19.97,95112.82,7/11/2023,7/19/2023,Delivered
PO-2022-02253,1/30/2022,SUP007,P01932,2811,19.94,56054.11,3/13/2022,3/21/2022,Delivered
PO-2022-02254,11/10/2023,SUP056,P00325,3973,51.17,203301.43,12/3/2023,12/9/2023,Delivered
PO-2022-02255,9/16/2022,SUP084,P00432,3877,45.72,177249.71,10/8/2022,10/16/2022,Delivered
PO-2022-02256,2/21/2022,SUP124,P00047,2585,21.82,56401.03,3/23/2022,3/24/2022,Delivered
PO-2022-02257,2/4/2022,SUP110,P00887,899,4.97,4470.16,3/29/2022,4/2/2022,Delivered
PO-2022-02258,9/29/2022,SUP099,P01757,2713,30.93,83908.51,10/25/2022,10/27/2022,Delivered
PO-2022-02259,9/5/2022,SUP060,P01600,2461,33.81,83212.98,10/16/2022,10/14/2022,Delivered
PO-2022-02260,3/25/2022,SUP141,P01118,3586,6.03,21638.52,5/21/2022,5/27/2022,Delivered
PO-2022-02261,12/16/2023,SUP016,P00587,3299,16.56,54638.96,1/7/2024,1/12/2024,Delivered
PO-2022-02262,4/15/2022,SUP035,P00212,4937,31.21,154103.98,6/9/2022,6/8/2022,Delivered
PO-2022-02263,6/6/2023,SUP126,P01899,1802,27.35,49290.43,7/10/2023,7/12/2023,Delivered
PO-2022-02264,9/2/2022,SUP123,P00978,978,5.39,5268.31,9/17/2022,9/18/2022,Delivered
PO-2022-02265,8/9/2023,SUP115,P00571,3331,10.41,34682.07,9/18/2023,9/21/2023,Delivered
PO-2022-02266,10/23/2023,SUP062,P00006,183,13.8,2524.83,11/25/2023,12/2/2023,Delivered
PO-2022-02267,4/22/2022,SUP032,P00273,4725,1.77,8342.37,6/11/2022,6/18/2022,Delivered
PO-2022-02268,4/5/2023,SUP086,P01370,348,34.53,12016.59,5/10/2023,5/13/2023,Delivered
PO-2022-02269,12/29/2022,SUP044,P00068,3163,7.28,23036.33,2/16/2023,2/17/2023,Delivered
PO-2022-02270,10/23/2022,SUP145,P01992,4039,32.67,131936.18,12/11/2022,12/16/2022,Delivered
PO-2022-02271,11/1/2022,SUP027,P01132,4291,5.92,25421.12,12/19/2022,12/19/2022,Delivered
PO-2022-02272,2/6/2023,SUP024,P00099,4466,40.51,180909.7,3/25/2023,3/28/2023,Delivered
PO-2022-02273,1/21/2022,SUP031,P01866,3956,4.58,18111.88,3/16/2022,3/20/2022,Delivered
PO-2022-02274,5/5/2023,SUP022,P00233,3607,12.76,46030.1,6/9/2023,6/7/2023,Delivered
PO-2022-02275,8/29/2022,SUP005,P01952,2705,40.32,109067.04,10/12/2022,10/13/2022,Delivered
PO-2022-02276,3/28/2022,SUP121,P01657,3077,28.01,86186.53,4/14/2022,4/22/2022,Delivered
PO-2022-02277,3/23/2022,SUP007,P00182,3017,8.02,24186.83,5/4/2022,5/8/2022,Delivered
PO-2022-02278,7/10/2023,SUP016,P01324,2060,15.5,31933.39,8/1/2023,7/31/2023,Delivered
PO-2022-02279,8/25/2023,SUP094,P01420,4017,12.99,52162.16,9/16/2023,9/25/2023,Delivered
PO-2022-02280,6/12/2022,SUP124,P01427,1570,22.33,35053.14,7/12/2022,7/13/2022,Delivered
PO-2022-02281,6/27/2023,SUP139,P01931,1532,12.99,19900.22,7/26/2023,7/29/2023,Delivered
PO-2022-02282,11/12/2023,SUP081,P01046,4919,9.89,48652.02,1/1/2024,1/8/2024,Delivered
PO-2022-02283,10/29/2022,SUP071,P01951,890,27.3,24298.61,11/21/2022,11/23/2022,Delivered
PO-2022-02284,1/29/2023,SUP102,P01021,2807,13.37,37522.04,3/17/2023,3/13/2023,Delivered
PO-2022-02285,7/6/2022,SUP039,P01171,3718,7.22,26844.79,9/1/2022,8/31/2022,Delivered
PO-2022-02286,11/1/2022,SUP011,P01749,4180,35.06,146530.77,11/9/2022,11/18/2022,Delivered
PO-2022-02287,9/8/2023,SUP078,P01122,1857,9.87,18334.96,10/24/2023,11/1/2023,Delivered
PO-2022-02288,7/9/2023,SUP102,P00512,3160,49.97,157902.05,8/25/2023,8/22/2023,Delivered
PO-2022-02289,3/28/2023,SUP038,P01760,1242,12.5,15525.29,5/17/2023,5/14/2023,Delivered
PO-2022-02290,7/19/2023,SUP125,P00903,1570,46.41,72861.79,8/23/2023,8/26/2023,Delivered
PO-2022-02291,10/18/2022,SUP108,P00599,3012,4.11,12383.26,11/16/2022,11/20/2022,Delivered
PO-2022-02292,2/20/2022,SUP042,P00771,2612,51.08,133410.24,3/26/2022,3/27/2022,Delivered
PO-2022-02293,6/22/2022,SUP073,P01731,3511,45.02,158082.02,7/13/2022,7/16/2022,Delivered
PO-2022-02294,7/15/2022,SUP069,P01049,3735,16.05,59953.9,8/26/2022,8/24/2022,Delivered
PO-2022-02295,2/9/2022,SUP067,P00728,2604,39.58,103058.29,4/4/2022,4/3/2022,Delivered
PO-2022-02296,1/2/2022,SUP113,P00216,4972,46.13,229343.37,2/5/2022,2/1/2022,Delivered
PO-2022-02297,2/27/2022,SUP048,P00138,1744,39.61,69081.27,4/10/2022,4/10/2022,Delivered
PO-2022-02298,10/2/2023,SUP142,P01222,2349,13.32,31296.78,10/18/2023,10/26/2023,Delivered
PO-2022-02299,10/6/2023,SUP108,P00595,2648,30.46,80654.07,11/4/2023,11/8/2023,Delivered
PO-2022-02300,10/21/2022,SUP073,P00195,4242,17.71,75131.68,11/11/2022,11/7/2022,Delivered
PO-2022-02301,5/2/2023,SUP086,P01603,4904,35.16,172421.44,6/6/2023,6/3/2023,Delivered
PO-2022-02302,11/11/2023,SUP128,P01189,2366,3.36,7950.64,12/1/2023,,Pending
PO-2022-02303,11/12/2023,SUP083,P01450,4482,27.82,124692.87,12/17/2023,12/14/2023,Delivered
PO-2022-02304,10/21/2022,SUP046,P00886,3618,42.21,152724.79,11/26/2022,11/26/2022,Delivered
PO-2022-02305,4/6/2022,SUP136,P01463,2318,25.96,60185.5,4/18/2022,4/16/2022,Delivered
PO-2022-02306,7/11/2023,SUP079,P01023,4727,39.15,185047.59,8/26/2023,8/29/2023,Delivered
PO-2022-02307,12/14/2023,SUP025,P01832,741,40.26,29829.62,1/10/2024,1/19/2024,Delivered
PO-2022-02308,6/3/2022,SUP121,P01363,2121,45.09,95629.67,6/20/2022,6/17/2022,Delivered
PO-2022-02309,11/2/2023,SUP016,P00537,1377,43.19,59476.43,11/24/2023,11/23/2023,Delivered
PO-2022-02310,12/12/2023,SUP022,P00312,3581,11.11,39801.81,1/16/2024,1/11/2024,Delivered
PO-2022-02311,8/5/2022,SUP030,P00913,2569,25.98,66746.12,9/23/2022,9/22/2022,Delivered
PO-2022-02312,11/20/2022,SUP062,P01727,4480,21.71,97272.45,12/23/2022,12/19/2022,Delivered
PO-2022-02313,8/1/2023,SUP025,P01860,3831,34.44,131958.39,8/28/2023,8/26/2023,Delivered
PO-2022-02314,9/27/2023,SUP112,P01826,181,43.99,7962.72,10/31/2023,11/7/2023,Delivered
PO-2022-02315,12/27/2022,SUP070,P01952,1189,36.04,42855.5,1/30/2023,2/4/2023,Delivered
PO-2022-02316,8/1/2023,SUP075,P01516,100,14.73,1472.7,8/18/2023,8/26/2023,Delivered
PO-2022-02317,9/20/2023,SUP083,P00795,2166,47.11,102050.33,10/25/2023,10/23/2023,Delivered
PO-2022-02318,8/29/2022,SUP007,P00549,4566,49.82,227493.05,10/10/2022,10/13/2022,Delivered
PO-2022-02319,12/3/2022,SUP069,P00681,1265,29.8,37699.85,1/14/2023,1/23/2023,Delivered
PO-2022-02320,2/17/2022,SUP062,P00524,2358,8.65,20406.05,3/22/2022,3/27/2022,Delivered
PO-2022-02321,7/6/2022,SUP110,P01314,4692,29.06,136364.11,8/28/2022,8/24/2022,Delivered
PO-2022-02322,2/16/2023,SUP106,P00936,1368,28.41,38871.66,2/26/2023,2/24/2023,Delivered
PO-2022-02323,1/27/2023,SUP067,P01089,1927,11.29,21751.5,3/22/2023,3/24/2023,Delivered
PO-2022-02324,7/31/2022,SUP051,P01455,4363,25.14,109700.94,8/29/2022,9/2/2022,Delivered
PO-2022-02325,6/20/2022,SUP133,P00183,115,1.8,207.5,7/19/2022,7/23/2022,Delivered
PO-2022-02326,4/20/2022,SUP046,P00306,2153,23.86,51363.03,5/26/2022,5/29/2022,Delivered
