SaleID,Date,ProductID,Quantity,SellingPrice,TotalAmount,CustomerType,PaymentMethod,PrescriptionID,EmployeeID,DiscountPercentage,IsInsuranceClaim
S04352,6/7/2023,P01380,75,125.79,9434.25,Retail,Insurance,RX-8172,EMP033,9.98,Yes
S04353,1/16/2023,P00568,79,25.72,2031.88,Wholesale,Cash,,EMP049,0,No
S04354,8/8/2023,P00671,61,43.03,2624.83,Hospital,Debit Card,,EMP015,0,No
S04355,8/30/2023,P00596,48,65.65,3151.2,Wholesale,Debit Card,,EMP018,2.99,No
S04356,8/30/2022,P01244,22,61.15,1345.3,Retail,Insurance,RX-2345,EMP031,0,Yes
S04357,9/23/2022,P00941,62,156.79,9720.98,Wholesale,Cash,,EMP048,0,No
S04358,7/5/2023,P00765,18,79.06,1423.08,Online,Credit Card,,EMP015,0,No
S04359,3/18/2022,P01098,49,43.78,2145.22,Hospital,Credit Card,,EMP014,0,No
S04360,12/2/2023,P00586,47,141.56,6653.32,Clinic,Insurance,,EMP013,0,Yes
S04361,5/22/2022,P00386,60,124.33,7459.8,Wholesale,Cash,,EMP039,0,No
S04362,3/15/2023,P01117,21,59.09,1240.89,Retail,Credit Card,,EMP007,0,No
S04363,2/20/2022,P01169,93,52.18,4852.74,Clinic,Cash,,EMP015,0,No
S04364,8/24/2023,P00130,30,16.02,480.6,Wholesale,Credit Card,,EMP013,0,No
S04365,12/22/2023,P01093,4,146.92,587.68,Online,Debit Card,,EMP036,6.48,No
S04366,12/22/2022,P00631,33,14.15,466.95,Wholesale,Insurance,,EMP013,0,Yes
S04367,2/15/2022,P00996,83,32.8,2722.4,Clinic,Cash,,EMP005,0,No
S04368,8/19/2023,P01700,36,90.33,3251.88,Retail,Credit Card,RX-1016,EMP009,0,No
S04369,9/9/2023,P00917,99,41.17,4075.83,Retail,Debit Card,RX-7082,EMP004,0,No
S04370,1/18/2022,P01905,77,155.79,11995.83,Wholesale,Credit Card,,EMP043,0,No
S04371,2/5/2023,P01143,33,104.61,3452.13,Wholesale,Cash,,EMP009,0,No
S04372,5/19/2023,P01138,27,198.92,5370.84,Clinic,Credit Card,,EMP024,0,No
S04373,5/28/2023,P00188,76,22.42,1703.92,Retail,Insurance,RX-7522,EMP026,1.94,Yes
S04374,2/10/2022,P00558,24,22.83,547.92,Clinic,Cash,,EMP018,1.87,No
S04375,11/30/2023,P01763,57,18.27,1041.39,Clinic,Credit Card,,EMP039,0,No
S04376,8/8/2023,P00709,3,89.82,269.46,Wholesale,Insurance,,EMP025,4.42,Yes
S04377,10/30/2022,P00684,24,68.22,1637.28,Clinic,Debit Card,,EMP022,5.52,No
S04378,1/18/2023,P00883,89,90.17,8025.13,Online,Cash,,EMP048,0.35,No
S04379,6/2/2022,P01915,86,61.65,5301.9,Wholesale,Credit Card,,EMP047,0,No
S04380,6/19/2023,P01491,27,41.8,1128.6,Online,Credit Card,,EMP021,0,No
S04381,8/2/2022,P01877,12,65.61,787.32,Retail,Debit Card,RX-9133,EMP047,0,No
S04382,7/19/2022,P00484,59,199.34,11761.06,Retail,Credit Card,RX-1945,EMP024,0,No
S04383,12/8/2023,P01738,12,81.65,979.8,Wholesale,Cash,,EMP021,11.66,No
S04384,11/30/2023,P00351,32,137.27,4392.64,Hospital,Debit Card,,EMP029,0,No
S04385,1/19/2023,P01498,74,135.49,10026.26,Retail,Insurance,,EMP038,14.31,Yes
S04386,5/22/2023,P01091,36,53.87,1939.32,Retail,Insurance,RX-3859,EMP025,0,Yes
S04387,2/13/2023,P00024,65,74.12,4817.8,Retail,Insurance,RX-4224,EMP013,0,Yes
S04388,4/7/2023,P01336,79,27.52,2174.08,Retail,Cash,,EMP018,11.24,No
S04389,10/28/2022,P00075,94,140.25,13183.5,Hospital,Debit Card,,EMP029,0.25,No
S04390,5/20/2023,P01373,13,102.07,1326.91,Hospital,Credit Card,,EMP047,0,No
S04391,8/22/2023,P00242,88,51.95,4571.6,Hospital,Insurance,,EMP007,0,Yes
S04392,8/7/2023,P01723,23,102.92,2367.16,Hospital,Cash,,EMP024,0,No
S04393,12/23/2023,P01730,29,7.47,216.63,Hospital,Cash,,EMP046,17.22,No
S04394,11/17/2022,P01097,27,25.75,695.25,Hospital,Credit Card,,EMP044,0,No
S04395,8/24/2022,P00833,22,118.48,2606.56,Retail,Debit Card,,EMP039,0,No
S04396,11/1/2023,P01925,93,10.88,1011.84,Wholesale,Debit Card,,EMP047,0,No
S04397,9/3/2023,P00710,61,52.35,3193.35,Online,Debit Card,,EMP014,0,No
S04398,2/27/2023,P01731,64,115.38,7384.32,Hospital,Insurance,,EMP006,0,Yes
S04399,1/24/2023,P01264,39,111.55,4350.45,Hospital,Cash,,EMP014,7.92,No
S04400,1/24/2022,P01137,18,21.13,380.34,Hospital,Debit Card,,EMP021,0,No
S04401,10/17/2023,P01149,27,127.23,3435.21,Clinic,Debit Card,,EMP036,0,No
S04402,8/22/2023,P01756,22,131.58,2894.76,Hospital,Cash,,EMP016,0,No
S04403,5/29/2022,P00980,74,165.51,12247.74,Wholesale,Debit Card,,EMP048,0,No
S04404,8/28/2022,P01711,3,160.5,481.5,Wholesale,Credit Card,,EMP034,6.72,No
S04405,2/28/2022,P01539,91,108.49,9872.59,Retail,Credit Card,RX-9725,EMP049,0,No
S04406,2/20/2022,P01842,34,51.53,1752.02,Clinic,Insurance,,EMP044,0,Yes
S04407,5/8/2023,P00086,47,30.6,1438.2,Online,Credit Card,,EMP030,0,No
S04408,2/16/2023,P00867,51,135.3,6900.3,Retail,Cash,,EMP044,0,No
S04409,7/5/2023,P00108,70,70.51,4935.7,Retail,Credit Card,,EMP018,0,No
S04410,5/11/2022,P00162,77,74.33,5723.41,Online,Credit Card,,EMP039,9.76,No
S04411,4/12/2022,P01293,10,25.22,252.2,Wholesale,Insurance,,EMP014,7.67,Yes
S04412,6/23/2022,P01272,88,97.93,8617.84,Retail,Cash,RX-2269,EMP021,0,No
S04413,1/30/2023,P00813,4,213.86,855.44,Clinic,Insurance,,EMP012,0,Yes
S04414,4/9/2023,P00905,83,119.31,9902.73,Online,Cash,,EMP038,6.69,No
S04415,12/19/2022,P01646,52,42.03,2185.56,Retail,Credit Card,RX-1704,EMP046,0,No
S04416,10/28/2022,P01812,22,61.84,1360.48,Clinic,Insurance,,EMP029,0,Yes
S04417,6/10/2023,P00149,39,38.56,1503.84,Hospital,Cash,,EMP047,18.55,No
S04418,10/12/2022,P00063,43,114.26,4913.18,Clinic,Debit Card,,EMP038,17.62,No
S04419,8/30/2023,P01209,69,31.25,2156.25,Retail,Debit Card,RX-1435,EMP029,0,No
S04420,12/27/2023,P01639,79,10.24,808.96,Retail,Debit Card,RX-4628,EMP025,0,No
S04421,8/9/2023,P00371,15,81.11,1216.65,Hospital,Cash,,EMP025,0,No
S04422,8/23/2023,P00100,30,161.65,4849.5,Clinic,Cash,,EMP022,6.82,No
S04423,8/25/2023,P00076,74,202.05,14951.7,Wholesale,Cash,,EMP004,0,No
S04424,8/20/2022,P01584,98,9.44,925.12,Retail,Debit Card,RX-7129,EMP033,6.24,No
S04425,12/12/2023,P01953,39,208.42,8128.38,Hospital,Cash,,EMP005,0,No
S04426,2/12/2023,P00696,34,38.76,1317.84,Wholesale,Debit Card,,EMP010,0,No
S04427,9/2/2023,P00190,38,153.09,5817.42,Online,Insurance,,EMP031,13.75,Yes
S04428,2/14/2022,P00657,97,223.71,21699.87,Retail,Cash,,EMP041,0,No
S04429,10/30/2022,P01999,90,91.85,8266.5,Online,Insurance,,EMP007,0,Yes
S04430,3/20/2022,P01644,34,110.02,3740.68,Retail,Credit Card,RX-1412,EMP022,0,No
S04431,3/25/2022,P00422,20,112.55,2251,Wholesale,Cash,,EMP006,0,No
S04432,5/28/2022,P01799,97,100.14,9713.58,Wholesale,Credit Card,,EMP035,0,No
S04433,9/11/2023,P01281,38,92.22,3504.36,Online,Cash,,EMP020,6.57,No
S04434,8/13/2022,P00887,19,20.08,381.52,Wholesale,Credit Card,,EMP010,12.2,No
S04435,10/7/2022,P01520,54,10.44,563.76,Retail,Debit Card,RX-1680,EMP011,0,No
S04436,11/10/2022,P00630,84,41.82,3512.88,Hospital,Credit Card,,EMP035,0,No
S04437,3/7/2022,P00959,29,113.34,3286.86,Clinic,Insurance,,EMP003,10.09,Yes
S04438,7/2/2022,P00616,93,114.28,10628.04,Online,Cash,,EMP002,0,No
S04439,11/13/2023,P01671,4,97.83,391.32,Retail,Cash,RX-8463,EMP007,2.83,No
S04440,1/16/2023,P00187,98,185.09,18138.82,Hospital,Insurance,,EMP048,0,Yes
S04441,1/18/2022,P01174,57,91.36,5207.52,Clinic,Credit Card,,EMP046,0,No
S04442,9/11/2022,P00534,87,101.01,8787.87,Hospital,Insurance,,EMP005,0,Yes
S04443,2/13/2023,P00636,13,98.41,1279.33,Clinic,Credit Card,,EMP025,0,No
S04444,10/25/2023,P01123,79,22.92,1810.68,Retail,Insurance,RX-4822,EMP038,0,Yes
S04445,3/2/2022,P01433,39,102.1,3981.9,Hospital,Insurance,,EMP031,13.24,Yes
S04446,9/28/2023,P01277,76,60.46,4594.96,Clinic,Credit Card,,EMP016,0,No
S04447,7/26/2023,P01737,78,9.45,737.1,Wholesale,Cash,,EMP017,0,No
S04448,8/7/2023,P01686,84,7.97,669.48,Hospital,Cash,,EMP001,0,No
S04449,3/11/2023,P00262,95,208.94,19849.3,Online,Insurance,,EMP042,15.61,Yes
S04450,4/13/2022,P01071,6,88.46,530.76,Wholesale,Debit Card,,EMP021,0,No
S04451,11/28/2022,P00102,22,87.35,1921.7,Online,Credit Card,,EMP018,0,No
S04452,10/4/2023,P01146,70,82.81,5796.7,Retail,Credit Card,,EMP048,0,No
S04453,9/3/2023,P01887,84,34.8,2923.2,Wholesale,Cash,,EMP006,0,No
S04454,8/1/2022,P01298,67,112.86,7561.62,Clinic,Cash,,EMP014,0,No
S04455,9/14/2023,P00229,33,32.11,1059.63,Online,Insurance,,EMP035,0,Yes
S04456,7/18/2023,P01189,17,12.1,205.7,Retail,Debit Card,RX-4648,EMP012,0,No
S04457,5/16/2023,P01275,92,16.73,1539.16,Clinic,Debit Card,,EMP045,0.25,No
S04458,4/14/2022,P01139,99,153.78,15224.22,Hospital,Credit Card,,EMP031,13.33,No
S04459,3/13/2023,P00764,95,9.95,945.25,Hospital,Debit Card,,EMP043,0,No
S04460,5/9/2023,P01980,21,78.37,1645.77,Hospital,Insurance,,EMP046,0,Yes
S04461,10/17/2022,P01586,15,98.27,1474.05,Retail,Credit Card,RX-4437,EMP036,0,No
S04462,10/25/2022,P01435,59,160.46,9467.14,Online,Credit Card,,EMP047,0,No
S04463,11/4/2023,P01384,47,54.41,2557.27,Retail,Credit Card,RX-3717,EMP042,0,No
S04464,7/7/2023,P00469,67,83.64,5603.88,Clinic,Insurance,,EMP013,0,Yes
S04465,3/9/2023,P00221,24,6.83,163.92,Wholesale,Insurance,,EMP017,16.26,Yes
S04466,12/17/2022,P01616,36,5.06,182.16,Online,Credit Card,,EMP029,0,No
S04467,10/2/2022,P01097,65,25.75,1673.75,Online,Debit Card,,EMP037,12.17,No
S04468,10/7/2023,P01287,82,72.2,5920.4,Wholesale,Credit Card,,EMP049,0,No
S04469,7/19/2023,P01400,69,18.29,1262.01,Hospital,Insurance,,EMP040,0,Yes
S04470,10/9/2023,P01938,79,133.27,10528.33,Retail,Insurance,RX-8529,EMP032,12.38,Yes
S04471,4/28/2023,P00320,23,10.63,244.49,Retail,Debit Card,,EMP012,7,No
S04472,4/8/2023,P00840,26,145.47,3782.22,Retail,Credit Card,,EMP033,0,No
S04473,2/21/2023,P01630,18,17.3,311.4,Wholesale,Cash,,EMP022,0,No
S04474,1/31/2022,P00456,31,112.68,3493.08,Hospital,Insurance,,EMP008,16.54,Yes
S04475,12/24/2022,P01085,3,187.78,563.34,Online,Debit Card,,EMP035,0,No
S04476,7/20/2023,P00511,14,166.77,2334.78,Retail,Credit Card,RX-9862,EMP006,0,No
S04477,9/24/2022,P00913,67,90.51,6064.17,Hospital,Debit Card,,EMP045,0,No
S04478,11/3/2023,P00726,47,4.17,195.99,Clinic,Cash,,EMP018,0,No
S04479,8/25/2022,P00859,13,55.16,717.08,Retail,Debit Card,RX-8448,EMP013,5.31,No
S04480,1/17/2022,P00959,8,113.34,906.72,Retail,Credit Card,RX-7102,EMP020,0,No
S04481,6/21/2023,P00736,24,181.57,4357.68,Retail,Debit Card,,EMP042,0,No
S04482,11/14/2023,P00231,44,94.46,4156.24,Hospital,Cash,,EMP047,0,No
S04483,3/26/2022,P00608,53,116.46,6172.38,Hospital,Insurance,,EMP041,0,Yes
S04484,4/26/2023,P01038,99,106.45,10538.55,Retail,Credit Card,RX-1758,EMP044,0.6,No
S04485,5/21/2023,P01560,56,99.33,5562.48,Wholesale,Cash,,EMP048,0,No
S04486,8/13/2022,P01662,99,88.77,8788.23,Online,Credit Card,,EMP021,3.35,No
S04487,6/3/2022,P00049,37,20.85,771.45,Online,Credit Card,,EMP028,0,No
S04488,6/20/2022,P00631,1,14.15,14.15,Online,Cash,,EMP008,0,No
S04489,4/13/2023,P01564,68,114.36,7776.48,Retail,Debit Card,RX-9852,EMP033,0.48,No
S04490,9/19/2023,P00402,50,186.16,9308,Clinic,Insurance,,EMP038,0,Yes
S04491,5/21/2022,P00028,55,29.29,1610.95,Retail,Insurance,,EMP038,14.18,Yes
S04492,4/3/2023,P01384,94,54.41,5114.54,Online,Cash,,EMP006,0,No
S04493,6/3/2022,P01666,67,85.16,5705.72,Clinic,Insurance,,EMP029,0,Yes
S04494,4/1/2022,P00611,82,176.35,14460.7,Online,Credit Card,,EMP015,0,No
S04495,8/16/2022,P00873,62,224.3,13906.6,Retail,Insurance,RX-2691,EMP041,0,Yes
S04496,11/29/2023,P01501,58,71.7,4158.6,Clinic,Cash,,EMP002,14.7,No
S04497,10/25/2023,P00966,41,213.34,8746.94,Clinic,Insurance,,EMP019,18.11,Yes
S04498,9/21/2022,P01414,97,32.27,3130.19,Retail,Cash,,EMP034,0,No
S04499,4/7/2022,P01045,96,30.83,2959.68,Online,Insurance,,EMP035,0,Yes
S04500,4/22/2023,P01947,39,44.86,1749.54,Online,Insurance,,EMP006,0,Yes
S04501,8/9/2023,P00499,97,62.81,6092.57,Hospital,Credit Card,,EMP040,0,No
S04502,5/3/2023,P01413,3,18.79,56.37,Wholesale,Credit Card,,EMP041,0,No
S04503,11/24/2023,P01987,87,92.34,8033.58,Clinic,Cash,,EMP040,0,No
S04504,10/26/2022,P00112,74,9.79,724.46,Hospital,Debit Card,,EMP046,0,No
S04505,11/12/2023,P01565,78,161.78,12618.84,Retail,Debit Card,,EMP020,0,No
S04506,1/21/2022,P01300,90,23.55,2119.5,Online,Insurance,,EMP045,0,Yes
S04507,3/24/2023,P01969,56,125.45,7025.2,Hospital,Insurance,,EMP002,0,Yes
S04508,8/13/2023,P00155,72,91.72,6603.84,Hospital,Cash,,EMP001,0,No
S04509,1/24/2023,P01019,66,109.82,7248.12,Hospital,Credit Card,,EMP026,0,No
S04510,9/9/2022,P00871,4,105.62,422.48,Wholesale,Debit Card,,EMP044,12.94,No
S04511,4/28/2022,P01278,67,178.86,11983.62,Retail,Credit Card,,EMP035,16.52,No
S04512,1/9/2023,P01511,73,19.16,1398.68,Online,Credit Card,,EMP034,3.54,No
S04513,10/24/2022,P00033,55,101.36,5574.8,Wholesale,Insurance,,EMP006,0,Yes
S04514,8/31/2023,P00454,17,98.74,1678.58,Clinic,Insurance,,EMP005,17.64,Yes
S04515,1/14/2022,P00140,32,89.42,2861.44,Wholesale,Debit Card,,EMP007,8.6,No
S04516,8/21/2023,P01960,2,17.88,35.76,Wholesale,Debit Card,,EMP043,10.43,No
S04517,3/30/2022,P00788,54,55.84,3015.36,Hospital,Insurance,,EMP038,0,Yes
S04518,8/5/2022,P00844,25,95.28,2382,Hospital,Insurance,,EMP044,15.39,Yes
S04519,1/18/2022,P00292,95,85.33,8106.35,Hospital,Insurance,,EMP033,0,Yes
S04520,10/16/2022,P01570,36,51.9,1868.4,Online,Cash,,EMP016,0,No
S04521,5/19/2022,P01804,60,32.71,1962.6,Online,Insurance,,EMP026,0,Yes
S04522,9/29/2022,P01398,35,39.69,1389.15,Online,Cash,,EMP024,9.16,No
S04523,9/27/2023,P00689,54,23.19,1252.26,Clinic,Debit Card,,EMP039,0,No
S04524,11/15/2022,P00696,67,38.76,2596.92,Wholesale,Debit Card,,EMP032,0,No
S04525,6/4/2023,P00884,11,71.08,781.88,Online,Credit Card,,EMP021,0,No
S04526,3/28/2022,P00031,64,3.1,198.4,Clinic,Cash,,EMP006,8.13,No
S04527,7/27/2023,P00952,66,75.64,4992.24,Online,Insurance,,EMP005,0,Yes
S04528,2/25/2023,P01422,37,142.28,5264.36,Hospital,Credit Card,,EMP010,0,No
S04529,9/14/2022,P01808,50,38.21,1910.5,Clinic,Debit Card,,EMP025,12.73,No
S04530,12/10/2022,P00510,58,69.11,4008.38,Retail,Insurance,RX-2108,EMP035,9.01,Yes
S04531,6/21/2023,P00881,37,19.88,735.56,Clinic,Credit Card,,EMP028,0,No
S04532,10/6/2022,P01936,64,113.72,7278.08,Retail,Cash,RX-8290,EMP028,0,No
S04533,12/9/2023,P01163,78,5.63,439.14,Clinic,Credit Card,,EMP044,0,No
S04534,4/26/2022,P00136,62,106.48,6601.76,Clinic,Insurance,,EMP008,0.08,Yes
S04535,10/12/2023,P00463,25,44,1100,Retail,Debit Card,RX-6367,EMP038,0,No
S04536,7/14/2022,P01772,51,41.88,2135.88,Online,Debit Card,,EMP010,14.74,No
S04537,6/25/2022,P01377,93,62.35,5798.55,Hospital,Cash,,EMP002,0,No
S04538,6/15/2022,P00938,73,141.17,10305.41,Online,Credit Card,,EMP003,0,No
S04539,11/13/2023,P01286,11,109.64,1206.04,Wholesale,Credit Card,,EMP029,0,No
S04540,5/4/2022,P00585,24,69.68,1672.32,Retail,Cash,RX-7443,EMP042,3.48,No
S04541,7/10/2023,P00866,99,70.19,6948.81,Online,Cash,,EMP038,0,No
S04542,3/31/2022,P00659,33,130.17,4295.61,Online,Debit Card,,EMP048,0,No
S04543,5/10/2022,P01486,21,131.66,2764.86,Online,Credit Card,,EMP032,0,No
S04544,4/5/2023,P00225,78,145.97,11385.66,Hospital,Credit Card,,EMP004,8.44,No
S04545,3/3/2023,P00828,7,70.11,490.77,Retail,Cash,RX-7451,EMP031,0,No
S04546,8/29/2023,P01963,14,19.56,273.84,Online,Insurance,,EMP017,0,Yes
S04547,7/1/2022,P00607,60,159.45,9567,Clinic,Cash,,EMP003,0,No
S04548,9/3/2023,P01526,57,172.38,9825.66,Retail,Insurance,RX-2825,EMP023,0,Yes
S04549,4/9/2023,P01467,9,4.53,40.77,Retail,Cash,RX-3015,EMP007,0,No
S04550,5/9/2022,P00939,91,137.58,12519.78,Online,Insurance,,EMP007,0,Yes
S04551,3/24/2023,P00627,25,59.07,1476.75,Wholesale,Insurance,,EMP023,5.33,Yes
S04552,4/3/2022,P01445,84,10.83,909.72,Clinic,Cash,,EMP031,0,No
S04553,4/25/2023,P01715,94,35.17,3305.98,Wholesale,Credit Card,,EMP010,0,No
S04554,9/7/2022,P00835,84,65.1,5468.4,Retail,Debit Card,RX-9406,EMP010,0,No
S04555,9/3/2023,P01413,20,18.79,375.8,Wholesale,Debit Card,,EMP012,0.65,No
S04556,12/20/2023,P00841,7,232.19,1625.33,Clinic,Cash,,EMP020,0,No
S04557,5/27/2022,P01825,62,37.67,2335.54,Retail,Debit Card,RX-9614,EMP002,19.18,No
S04558,6/7/2022,P00230,37,78.25,2895.25,Clinic,Cash,,EMP005,0,No
S04559,4/14/2022,P01950,74,122.1,9035.4,Retail,Cash,,EMP016,4.92,No
S04560,4/14/2023,P00316,78,148.99,11621.22,Hospital,Insurance,,EMP001,8.88,Yes
S04561,11/11/2023,P01756,33,131.58,4342.14,Retail,Credit Card,,EMP018,0,No
S04562,2/19/2023,P01754,28,22.28,623.84,Hospital,Cash,,EMP011,16.44,No
S04563,9/11/2023,P00143,84,33.2,2788.8,Online,Cash,,EMP024,15.77,No
S04564,4/11/2023,P00232,2,87.16,174.32,Online,Insurance,,EMP037,0,Yes
S04565,3/20/2022,P00847,68,78.12,5312.16,Online,Insurance,,EMP019,16.75,Yes
S04566,8/18/2023,P00761,98,78,7644,Online,Debit Card,,EMP012,0,No
S04567,10/1/2022,P01245,86,149.64,12869.04,Retail,Insurance,,EMP026,9.87,Yes
S04568,5/25/2023,P01090,18,132.75,2389.5,Wholesale,Debit Card,,EMP001,1.06,No
S04569,1/13/2023,P01672,89,93.06,8282.34,Clinic,Insurance,,EMP010,0,Yes
S04570,9/3/2023,P01154,55,93.23,5127.65,Hospital,Cash,,EMP018,0,No
S04571,1/24/2022,P00363,70,147.82,10347.4,Hospital,Cash,,EMP028,0,No
S04572,3/29/2022,P01152,53,8.24,436.72,Clinic,Debit Card,,EMP036,0.96,No
S04573,2/2/2023,P01212,57,61.6,3511.2,Hospital,Cash,,EMP018,3.84,No
S04574,2/27/2022,P01801,57,106.78,6086.46,Hospital,Cash,,EMP017,0,No
S04575,7/29/2022,P01954,73,162.49,11861.77,Wholesale,Insurance,,EMP037,0,Yes
S04576,3/18/2023,P01416,71,59.15,4199.65,Hospital,Cash,,EMP025,9.41,No
S04577,11/17/2022,P00111,27,138.85,3748.95,Hospital,Insurance,,EMP019,0,Yes
S04578,12/10/2023,P00422,62,112.55,6978.1,Wholesale,Cash,,EMP011,8.38,No
S04579,2/21/2022,P00365,58,169.15,9810.7,Wholesale,Insurance,,EMP021,1.45,Yes
S04580,10/26/2023,P00708,45,117.11,5269.95,Retail,Credit Card,,EMP029,20,No
S04581,7/2/2023,P00698,86,43.84,3770.24,Retail,Credit Card,RX-4302,EMP001,0,No
S04582,9/9/2023,P00480,65,35.28,2293.2,Retail,Cash,,EMP016,8.21,No
S04583,11/6/2022,P01720,61,112,6832,Hospital,Cash,,EMP035,0,No
S04584,4/13/2022,P00807,59,6.37,375.83,Wholesale,Credit Card,,EMP025,0,No
S04585,11/26/2022,P01654,67,23.6,1581.2,Retail,Credit Card,,EMP002,0,No
S04586,9/5/2022,P01295,10,218.75,2187.5,Wholesale,Cash,,EMP033,0,No
S04587,9/18/2022,P01314,50,98.76,4938,Hospital,Insurance,,EMP015,0,Yes
S04588,9/15/2023,P01411,26,179.73,4672.98,Online,Insurance,,EMP019,2.78,Yes
S04589,3/8/2023,P00366,14,32.35,452.9,Hospital,Credit Card,,EMP014,10.68,No
S04590,11/20/2023,P01640,36,160.59,5781.24,Clinic,Insurance,,EMP029,0,Yes
S04591,11/13/2022,P00098,48,44.56,2138.88,Online,Debit Card,,EMP003,0,No
S04592,9/4/2022,P01453,31,29.33,909.23,Hospital,Credit Card,,EMP036,0,No
S04593,2/6/2022,P00638,64,24.83,1589.12,Hospital,Debit Card,,EMP024,0,No
S04594,12/29/2022,P01264,49,111.55,5465.95,Online,Insurance,,EMP032,0,Yes
S04595,7/6/2022,P01160,83,14.56,1208.48,Hospital,Cash,,EMP025,0.23,No
S04596,4/26/2023,P01479,8,18.38,147.04,Clinic,Credit Card,,EMP016,0,No
S04597,12/17/2023,P00072,7,104.29,730.03,Online,Cash,,EMP003,15.84,No
S04598,9/20/2022,P01901,59,79.63,4698.17,Hospital,Cash,,EMP005,4.28,No
S04599,12/23/2022,P01174,97,91.36,8861.92,Retail,Credit Card,RX-1734,EMP023,0,No
S04600,11/12/2023,P01592,71,83.63,5937.73,Hospital,Cash,,EMP035,0,No
S04601,11/5/2023,P01998,80,93.45,7476,Wholesale,Debit Card,,EMP047,0,No
S04602,5/15/2023,P00358,22,39.91,878.02,Retail,Cash,,EMP047,13.17,No
S04603,10/15/2022,P00833,32,118.48,3791.36,Online,Credit Card,,EMP019,19.73,No
S04604,2/23/2022,P00612,28,51.04,1429.12,Retail,Insurance,RX-7179,EMP040,0,Yes
S04605,8/16/2023,P01929,6,89.05,534.3,Wholesale,Cash,,EMP029,15.86,No
S04606,5/6/2022,P00933,15,194.93,2923.95,Wholesale,Credit Card,,EMP030,2.71,No
S04607,7/15/2022,P00079,19,37.62,714.78,Clinic,Cash,,EMP026,8.42,No
S04608,5/24/2022,P01844,53,74.6,3953.8,Retail,Cash,,EMP030,0,No
S04609,8/27/2023,P01373,11,102.07,1122.77,Hospital,Credit Card,,EMP023,15.48,No
S04610,12/28/2023,P00365,16,169.15,2706.4,Wholesale,Insurance,,EMP046,2.57,Yes
S04611,10/17/2022,P00123,57,70.2,4001.4,Online,Cash,,EMP006,3.15,No
S04612,6/6/2023,P01218,21,209.08,4390.68,Wholesale,Insurance,,EMP017,2.1,Yes
S04613,1/13/2022,P01256,13,19.41,252.33,Hospital,Debit Card,,EMP022,0,No
S04614,8/20/2022,P01927,65,171.82,11168.3,Hospital,Insurance,,EMP027,0,Yes
S04615,2/22/2022,P01789,43,111.15,4779.45,Wholesale,Insurance,,EMP033,0,Yes
S04616,11/17/2023,P01738,7,81.65,571.55,Retail,Credit Card,RX-3398,EMP005,0,No
S04617,6/3/2022,P00724,93,98,9114,Online,Insurance,,EMP016,0,Yes
S04618,12/7/2023,P01299,65,125.96,8187.4,Online,Insurance,,EMP020,0,Yes
S04619,1/2/2022,P01518,48,190.02,9120.96,Online,Debit Card,,EMP032,15.84,No
S04620,1/12/2023,P01180,92,197.21,18143.32,Online,Cash,,EMP004,0,No
S04621,8/24/2022,P00252,93,7.12,662.16,Clinic,Credit Card,,EMP026,0,No
S04622,6/25/2023,P00569,69,93.44,6447.36,Wholesale,Credit Card,,EMP004,0,No
S04623,11/12/2022,P01054,89,134.74,11991.86,Retail,Debit Card,RX-5736,EMP013,14.27,No
S04624,12/17/2023,P01393,24,33.65,807.6,Hospital,Debit Card,,EMP011,17.12,No
S04625,11/26/2023,P01264,14,111.55,1561.7,Clinic,Debit Card,,EMP004,13.05,No
S04626,7/22/2023,P01820,91,48.47,4410.77,Clinic,Insurance,,EMP028,0,Yes
S04627,6/1/2023,P01663,11,5.9,64.9,Clinic,Cash,,EMP013,13.37,No
S04628,7/30/2023,P00669,21,84.23,1768.83,Clinic,Credit Card,,EMP044,0,No
S04629,7/19/2023,P01575,70,193.76,13563.2,Wholesale,Credit Card,,EMP021,0,No
S04630,12/21/2022,P01726,92,8.04,739.68,Hospital,Debit Card,,EMP029,17.45,No
S04631,9/20/2023,P01841,31,100.4,3112.4,Wholesale,Insurance,,EMP002,0,Yes
S04632,9/26/2022,P01317,74,146.16,10815.84,Online,Insurance,,EMP018,14.47,Yes
S04633,10/27/2022,P01137,82,21.13,1732.66,Hospital,Credit Card,,EMP019,9.11,No
S04634,8/2/2022,P00372,21,148.47,3117.87,Wholesale,Credit Card,,EMP024,0,No
S04635,3/23/2022,P01245,3,149.64,448.92,Clinic,Debit Card,,EMP040,0,No
S04636,1/12/2023,P00304,69,108.29,7472.01,Wholesale,Cash,,EMP013,0,No
S04637,8/16/2023,P00587,20,46.01,920.2,Hospital,Credit Card,,EMP046,16.25,No
S04638,4/22/2022,P01322,19,90.4,1717.6,Wholesale,Cash,,EMP047,0,No
S04639,2/19/2023,P01789,49,111.15,5446.35,Wholesale,Credit Card,,EMP023,10.41,No
S04640,6/14/2022,P00535,35,36.91,1291.85,Wholesale,Debit Card,,EMP008,0,No
S04641,6/6/2023,P00691,94,183.27,17227.38,Online,Insurance,,EMP018,5.56,Yes
S04642,6/3/2022,P01829,40,50.98,2039.2,Hospital,Insurance,,EMP021,0,Yes
S04643,7/24/2023,P00033,92,101.36,9325.12,Wholesale,Debit Card,,EMP010,4.11,No
S04644,8/31/2023,P01964,73,31.78,2319.94,Hospital,Debit Card,,EMP048,18.2,No
