ProductID,ProductName,Category,Formulation,UnitCost,SellingPrice,MinStockLevel,MaxStockLevel,ReorderPoint,Manufacturer,LastPriceUpdate
P01023,Analgesic_Drug_684_424mg,Analgesic,Injection,40.8,187.6,407,1570,610,Novartis,8/1/2022
P01024,Analgesic_Drug_508_324mg,Analgesic,Syrup,33.15,104.31,188,704,282,Bayer,3/18/2022
P01025,Respiratory_Drug_106_333mg,Respiratory,Ointment,47.43,162.47,88,2635,132,Sanofi,6/24/2023
P01026,Antipsychotic_Drug_778_382mg,Antipsychotic,Capsule,43.49,174.79,254,2236,381,Purdue,5/23/2022
P01027,Cardiovascular_Drug_152_158mg,Cardiovascular,Tablet,48.69,212.86,495,1262,742,Pfizer,8/12/2022
P01028,Dermatological_Drug_756_3mg,Dermatological,Suppository,44.49,174.57,174,1791,261,Novartis,6/26/2022
P01029,Hormone_Drug_561_307mg,Hormone,Ointment,48.48,232.67,295,1812,442,GSK,9/12/2022
P01030,Ophthalmic_Drug_791_206mg,Ophthalmic,Ointment,24.07,62.5,143,1986,214,Merck,9/6/2022
P01031,Antidepressant_Drug_587_157mg,Antidepressant,Syrup,41.57,179.32,272,2225,408,Bayer,3/7/2022
P01032,Antidepressant_Drug_33_328mg,Antidepressant,Syrup,42.28,123.02,330,2620,495,Johnson & Johnson,3/2/2022
P01033,Gastrointestinal_Drug_272_246mg,Gastrointestinal,Suppository,18.09,73.84,225,2306,337,Merck,10/19/2022
P01034,Antibiotic_Drug_361_338mg,Antibiotic,Inhaler,17.94,69.33,116,509,174,Novartis,7/23/2023
P01035,Dermatological_Drug_625_133mg,Dermatological,Injection,18.18,56.91,120,2630,180,Novo Nordisk,4/21/2022
P01036,Antipsychotic_Drug_76_158mg,Antipsychotic,Inhaler,13.27,58.62,69,2456,103,Johnson & Johnson,10/4/2023
P01037,Antiviral_Drug_763_469mg,Antiviral,Inhaler,45.22,100.38,449,2556,673,Purdue,7/28/2022
P01038,Antidepressant_Drug_705_402mg,Antidepressant,Syrup,30.59,106.45,240,1152,360,Novartis,10/27/2022
P01039,Vaccine_Drug_417_152mg,Vaccine,Syrup,33.67,96.06,469,2278,703,Purdue,12/31/2022
P01040,Ophthalmic_Drug_652_190mg,Ophthalmic,Injection,8.53,39.14,451,2015,676,Bayer,9/25/2022
P01041,Antipsychotic_Drug_11_320mg,Antipsychotic,Tablet,46.71,104.4,250,625,375,Novo Nordisk,9/20/2023
P01042,Cardiovascular_Drug_257_209mg,Cardiovascular,Ointment,44.03,157.71,330,942,495,Novo Nordisk,5/27/2022
P01043,Antiviral_Drug_630_94mg,Antiviral,Tablet,40.33,110.54,483,2691,724,Pfizer,12/12/2022
P01044,Respiratory_Drug_400_207mg,Respiratory,Tablet,22.39,87.35,395,1695,592,Johnson & Johnson,2/3/2023
P01045,Diabetes_Drug_418_386mg,Diabetes,Suppository,9.96,30.83,332,2621,498,AbbVie,6/19/2023
P01046,Analgesic_Drug_447_373mg,Analgesic,Ointment,9.95,37.03,411,2640,616,Pfizer,12/12/2022
P01047,Cardiovascular_Drug_215_192mg,Cardiovascular,Inhaler,22.21,76.68,209,2407,313,AbbVie,2/7/2023
P01048,Oncology_Drug_600_11mg,Oncology,Cream,2.86,14.25,236,1538,354,Bayer,2/21/2022
P01049,Ophthalmic_Drug_17_351mg,Ophthalmic,Tablet,16.69,75.36,477,2354,715,Merck,8/5/2023
P01050,Oncology_Drug_53_462mg,Oncology,Syrup,31.06,86.5,477,1898,715,Johnson & Johnson,2/27/2022
P01051,Gastrointestinal_Drug_522_496mg,Gastrointestinal,Capsule,36.48,96.17,302,794,453,Novo Nordisk,10/26/2022
P01052,Hormone_Drug_820_101mg,Hormone,Cream,40.41,88.8,105,2879,157,Sanofi,1/16/2023
P01053,Ophthalmic_Drug_447_109mg,Ophthalmic,Inhaler,39.43,147.93,366,2335,549,Sanofi,8/10/2022
P01054,Cardiovascular_Drug_278_497mg,Cardiovascular,Suppository,47.31,134.74,106,1509,159,Sanofi,8/7/2023
P01055,Antidepressant_Drug_359_407mg,Antidepressant,Ointment,37.19,171.1,337,2633,505,Bayer,9/26/2022
P01056,Respiratory_Drug_803_481mg,Respiratory,Injection,29.01,62.06,326,2355,489,Bayer,6/12/2022
P01057,Hormone_Drug_96_262mg,Hormone,Suppository,16,63.47,414,852,621,AbbVie,4/28/2022
P01058,Antibiotic_Drug_591_78mg,Antibiotic,Suppository,16.6,69.6,196,606,294,Bayer,4/13/2023
P01059,Antibiotic_Drug_538_210mg,Antibiotic,Ointment,35.27,145.78,141,2160,211,Novartis,11/5/2022
P01060,Oncology_Drug_710_78mg,Oncology,Injection,45.34,201.92,397,2379,595,Novo Nordisk,5/29/2022
P01061,Dermatological_Drug_211_280mg,Dermatological,Capsule,32.98,111.09,75,1679,112,Purdue,9/30/2022
P01062,Analgesic_Drug_573_123mg,Analgesic,Syrup,12.18,58.06,398,1207,597,GSK,3/30/2022
P01063,Cardiovascular_Drug_794_200mg,Cardiovascular,Ointment,38.12,168.85,148,2217,222,Novo Nordisk,5/18/2023
P01064,Analgesic_Drug_677_307mg,Analgesic,Tablet,13.99,58.8,320,2043,480,Sanofi,12/25/2022
P01065,Respiratory_Drug_334_177mg,Respiratory,Ointment,10,27.58,218,1862,327,Johnson & Johnson,7/30/2022
P01066,Hormone_Drug_762_231mg,Hormone,Syrup,42.86,186.22,72,795,108,Novartis,7/22/2022
P01067,Antipsychotic_Drug_785_244mg,Antipsychotic,Tablet,27.88,137.17,376,1486,564,Bristol-Myers Squibb,1/15/2023
P01068,Vitamin_Drug_342_348mg,Vitamin,Capsule,43.11,100.45,329,1744,493,AstraZeneca,10/1/2022
P01069,Dermatological_Drug_929_349mg,Dermatological,Suppository,14.95,69.71,152,623,228,AbbVie,3/1/2022
P01070,Gastrointestinal_Drug_886_439mg,Gastrointestinal,Injection,37.93,186.02,319,941,478,Johnson & Johnson,12/22/2022
P01071,Antibiotic_Drug_667_165mg,Antibiotic,Suppository,24.53,88.46,271,590,406,Pfizer,5/31/2023
P01072,Vitamin_Drug_769_235mg,Vitamin,Tablet,45.29,134.15,355,2401,532,Pfizer,11/7/2023
P01073,Oncology_Drug_730_240mg,Oncology,Inhaler,39.5,117.6,70,640,105,Pfizer,9/22/2023
P01074,Antidepressant_Drug_726_56mg,Antidepressant,Cream,4.9,10.51,336,1481,504,Purdue,10/2/2023
P01075,Hormone_Drug_325_442mg,Hormone,Capsule,32.44,67.16,341,2835,511,Sanofi,5/13/2023
P01076,Cardiovascular_Drug_917_60mg,Cardiovascular,Ointment,49.64,197.42,446,756,669,Bayer,2/14/2023
P01077,Vitamin_Drug_988_417mg,Vitamin,Injection,41.42,189.28,406,882,609,AstraZeneca,3/9/2023
P01078,Hormone_Drug_577_268mg,Hormone,Suppository,4.82,11.17,118,2251,177,Bayer,9/14/2022
P01079,Respiratory_Drug_643_49mg,Respiratory,Capsule,18.1,88.67,196,815,294,Bayer,5/25/2022
P01080,Ophthalmic_Drug_420_61mg,Ophthalmic,Ointment,2.99,14.18,322,2084,483,Novo Nordisk,7/9/2023
P01081,Gastrointestinal_Drug_964_465mg,Gastrointestinal,Capsule,22.65,97.67,227,545,340,Novartis,9/4/2022
P01082,Analgesic_Drug_792_125mg,Analgesic,Ointment,30.73,72.52,241,2921,361,AstraZeneca,3/29/2022
P01083,Gastrointestinal_Drug_204_401mg,Gastrointestinal,Ointment,20.73,54.39,431,1100,646,Novo Nordisk,6/23/2023
P01084,Antidepressant_Drug_61_186mg,Antidepressant,Capsule,5.79,21.59,80,1742,120,Bayer,8/25/2022
P01085,Diabetes_Drug_829_46mg,Diabetes,Cream,39.4,187.78,390,1981,585,Purdue,4/18/2023
P01086,Hormone_Drug_112_468mg,Hormone,Injection,18.14,59.4,341,2345,511,Novartis,5/1/2023
P01087,Antidepressant_Drug_555_368mg,Antidepressant,Cream,17.14,36.45,164,2318,246,Purdue,12/2/2022
P01088,Antipsychotic_Drug_889_228mg,Antipsychotic,Capsule,9.63,39.97,196,621,294,Johnson & Johnson,7/24/2023
P01089,Hormone_Drug_668_449mg,Hormone,Suppository,10.53,44.17,477,1944,715,Roche,10/11/2023
P01090,Vitamin_Drug_189_464mg,Vitamin,Injection,34.04,132.75,449,2926,673,Novartis,9/30/2023
P01091,Respiratory_Drug_825_337mg,Respiratory,Cream,13.3,53.87,244,1511,366,Novo Nordisk,7/20/2023
P01092,Oncology_Drug_850_61mg,Oncology,Ointment,34.68,103.22,136,1269,204,Pfizer,4/7/2023
P01093,Dermatological_Drug_766_384mg,Dermatological,Tablet,40.7,146.92,440,1187,660,AbbVie,9/11/2023
P01094,Diabetes_Drug_123_474mg,Diabetes,Tablet,13.25,29.11,183,2142,274,AbbVie,1/23/2022
P01095,Antidepressant_Drug_766_453mg,Antidepressant,Ointment,26.15,91.19,284,1495,426,AstraZeneca,7/2/2022
P01096,Gastrointestinal_Drug_935_90mg,Gastrointestinal,Tablet,13.45,60.19,360,1056,540,Roche,2/21/2022
P01097,Antibiotic_Drug_948_67mg,Antibiotic,Injection,6.69,25.75,162,2847,243,Roche,3/9/2022
P01098,Respiratory_Drug_949_116mg,Respiratory,Syrup,19.02,43.78,100,2216,150,Novo Nordisk,8/9/2023
P01099,Hormone_Drug_184_23mg,Hormone,Capsule,23.55,60.77,323,2676,484,Novartis,5/7/2023
P01100,Cardiovascular_Drug_67_293mg,Cardiovascular,Injection,14.7,35.02,334,1100,501,Sanofi,1/23/2023
P01101,Cardiovascular_Drug_731_417mg,Cardiovascular,Ointment,35.69,131.06,455,2723,682,Johnson & Johnson,3/28/2023
P01102,Antipsychotic_Drug_171_223mg,Antipsychotic,Cream,23.47,94.61,262,540,393,Novartis,6/25/2023
P01103,Hormone_Drug_828_451mg,Hormone,Inhaler,12.04,33.37,498,2279,747,Pfizer,11/30/2022
P01104,Cardiovascular_Drug_891_142mg,Cardiovascular,Tablet,28.31,130.38,93,643,139,AbbVie,2/24/2022
P01105,Diabetes_Drug_423_417mg,Diabetes,Ointment,2.88,13.28,210,2872,315,Bayer,4/22/2022
P01106,Vaccine_Drug_717_52mg,Vaccine,Tablet,1.63,7.52,187,971,280,Novo Nordisk,11/30/2023
P01107,Antibiotic_Drug_930_433mg,Antibiotic,Syrup,25.32,81.3,461,966,691,Pfizer,9/5/2022
P01108,Antipsychotic_Drug_67_61mg,Antipsychotic,Suppository,34.98,87.83,493,969,739,AbbVie,8/31/2023
P01109,Oncology_Drug_775_97mg,Oncology,Cream,47.68,153.27,162,2511,243,Purdue,5/1/2022
P01110,Antipsychotic_Drug_482_122mg,Antipsychotic,Ointment,17.02,65.02,331,1562,496,Pfizer,7/19/2022
P01111,Analgesic_Drug_917_173mg,Analgesic,Suppository,38.71,134.13,297,1906,445,Purdue,2/11/2022
P01112,Ophthalmic_Drug_746_329mg,Ophthalmic,Tablet,25.78,94.9,180,1741,270,AstraZeneca,1/22/2023
P01113,Antibiotic_Drug_754_408mg,Antibiotic,Tablet,13.71,30.9,190,1397,285,Novo Nordisk,8/24/2023
P01114,Hormone_Drug_203_417mg,Hormone,Ointment,35.36,154.42,465,1971,697,Purdue,3/13/2022
P01115,Respiratory_Drug_521_281mg,Respiratory,Cream,29.95,148.78,307,774,460,Sanofi,11/22/2022
P01116,Cardiovascular_Drug_89_486mg,Cardiovascular,Syrup,30.58,70.82,245,2897,367,GSK,6/3/2022
P01117,Oncology_Drug_960_264mg,Oncology,Syrup,23.03,59.09,272,2968,408,Bristol-Myers Squibb,1/4/2022
P01118,Antidepressant_Drug_986_480mg,Antidepressant,Suppository,6.56,27.3,159,1560,238,Johnson & Johnson,1/16/2023
P01119,Ophthalmic_Drug_344_328mg,Ophthalmic,Injection,41.21,87.08,81,2092,121,Novo Nordisk,9/20/2023
P01120,Analgesic_Drug_782_33mg,Analgesic,Suppository,21.19,56.61,59,2739,88,AbbVie,9/29/2023
P01121,Dermatological_Drug_59_436mg,Dermatological,Suppository,1.06,2.5,146,1801,219,Pfizer,1/8/2022
P01122,Antibiotic_Drug_123_33mg,Antibiotic,Cream,10.41,47.05,50,703,75,Novartis,8/15/2023
P01123,Antibiotic_Drug_850_321mg,Antibiotic,Tablet,11.26,22.92,388,1961,582,Bayer,5/21/2023
P01124,Antipsychotic_Drug_680_467mg,Antipsychotic,Inhaler,29.43,138.68,387,1189,580,GSK,8/19/2022
P01125,Hormone_Drug_495_38mg,Hormone,Suppository,15.5,72.3,474,1246,711,Merck,10/24/2023
P01126,Dermatological_Drug_820_29mg,Dermatological,Suppository,46.39,226.61,193,1156,289,Bristol-Myers Squibb,11/27/2023
P01127,Antipsychotic_Drug_169_259mg,Antipsychotic,Syrup,26.16,103.38,276,2580,414,AbbVie,1/28/2023
P01128,Gastrointestinal_Drug_946_29mg,Gastrointestinal,Capsule,3.01,10.78,88,2135,132,Novo Nordisk,7/16/2022
P01129,Vaccine_Drug_23_487mg,Vaccine,Injection,31.54,68.41,143,2277,214,Merck,5/18/2022
P01130,Gastrointestinal_Drug_784_41mg,Gastrointestinal,Cream,13.87,34.59,147,1194,220,Pfizer,12/28/2023
P01131,Antidepressant_Drug_561_201mg,Antidepressant,Syrup,39.17,80.7,485,2805,727,Novartis,12/8/2022
P01132,Dermatological_Drug_648_59mg,Dermatological,Cream,6.4,26.65,242,2807,363,Bayer,9/11/2022
P01133,Antiviral_Drug_728_69mg,Antiviral,Inhaler,18.52,52.45,118,1041,177,Roche,9/23/2022
P01134,Antipsychotic_Drug_333_77mg,Antipsychotic,Inhaler,16.79,82.66,337,1504,505,GSK,2/24/2023
P01135,Respiratory_Drug_415_353mg,Respiratory,Capsule,4.6,9.94,206,1784,309,Novo Nordisk,8/2/2023
P01136,Antiviral_Drug_163_15mg,Antiviral,Syrup,5.59,24.06,281,2742,421,Novartis,3/3/2023
P01137,Cardiovascular_Drug_486_296mg,Cardiovascular,Syrup,4.55,21.13,498,1936,747,Novo Nordisk,9/16/2022
P01138,Analgesic_Drug_143_481mg,Analgesic,Injection,42.39,198.92,474,1126,711,Pfizer,3/25/2022
P01139,Vitamin_Drug_517_485mg,Vitamin,Tablet,35.05,153.78,127,1281,190,Novo Nordisk,11/18/2023
P01140,Antidepressant_Drug_478_211mg,Antidepressant,Syrup,5.51,16.42,144,722,216,Johnson & Johnson,11/12/2022
P01141,Vaccine_Drug_842_112mg,Vaccine,Ointment,8.08,33.01,400,2712,600,GSK,12/31/2022
P01142,Vitamin_Drug_947_306mg,Vitamin,Cream,9.69,22.57,173,518,259,Bristol-Myers Squibb,3/26/2023
P01143,Oncology_Drug_48_183mg,Oncology,Ointment,23.67,104.61,124,1706,186,Merck,4/1/2023
P01144,Gastrointestinal_Drug_898_336mg,Gastrointestinal,Capsule,45.82,120.32,144,2280,216,AbbVie,3/13/2022
P01145,Vaccine_Drug_624_300mg,Vaccine,Suppository,40.49,201.2,105,1485,157,GSK,3/26/2023
P01146,Gastrointestinal_Drug_492_189mg,Gastrointestinal,Syrup,33.46,82.81,115,1309,172,Bayer,6/13/2022
P01147,Gastrointestinal_Drug_476_294mg,Gastrointestinal,Inhaler,37.67,104.95,466,2717,699,Bristol-Myers Squibb,1/18/2022
P01148,Antidepressant_Drug_628_80mg,Antidepressant,Capsule,20.19,83.59,64,1792,96,Bayer,12/12/2023
P01149,Cardiovascular_Drug_288_406mg,Cardiovascular,Capsule,36.23,127.23,104,2304,156,Bristol-Myers Squibb,1/22/2022
P01150,Cardiovascular_Drug_560_5mg,Cardiovascular,Cream,2.26,6.83,299,2198,448,Johnson & Johnson,11/6/2023
P01151,Vitamin_Drug_138_66mg,Vitamin,Cream,44.08,89.88,247,727,370,AstraZeneca,6/3/2023
P01152,Vaccine_Drug_211_302mg,Vaccine,Inhaler,2.2,8.24,135,1920,202,Novo Nordisk,1/16/2023
P01153,Ophthalmic_Drug_260_234mg,Ophthalmic,Tablet,10.97,26.77,52,1831,78,Merck,3/15/2023
P01154,Gastrointestinal_Drug_983_254mg,Gastrointestinal,Syrup,23.24,93.23,193,2571,289,AbbVie,11/21/2022
P01155,Antipsychotic_Drug_860_348mg,Antipsychotic,Inhaler,13.59,28.03,335,517,502,Bayer,2/6/2023
P01156,Cardiovascular_Drug_568_31mg,Cardiovascular,Tablet,13.42,64.71,406,1582,609,Bristol-Myers Squibb,8/23/2022
P01157,Dermatological_Drug_992_18mg,Dermatological,Inhaler,21.18,88.59,450,1237,675,Roche,3/17/2022
P01158,Diabetes_Drug_317_300mg,Diabetes,Injection,5.66,14.72,170,2359,255,GSK,5/17/2023
P01159,Antidepressant_Drug_703_175mg,Antidepressant,Cream,30.68,125.04,50,2422,75,Pfizer,1/17/2023
P01160,Vaccine_Drug_318_291mg,Vaccine,Tablet,4.29,14.56,299,2048,448,Bristol-Myers Squibb,9/13/2022
P01161,Diabetes_Drug_144_146mg,Diabetes,Ointment,6.8,26.77,440,2199,660,Johnson & Johnson,9/28/2022
P01162,Ophthalmic_Drug_467_235mg,Ophthalmic,Suppository,28.98,93.42,214,1205,321,AstraZeneca,5/6/2023
P01163,Dermatological_Drug_890_223mg,Dermatological,Inhaler,1.45,5.63,129,1245,193,Merck,12/30/2022
P01164,Respiratory_Drug_146_324mg,Respiratory,Capsule,30.39,131.57,176,634,264,Johnson & Johnson,2/10/2022
P01165,Oncology_Drug_913_194mg,Oncology,Injection,19.97,78.72,159,2915,238,Purdue,6/15/2022
P01166,Respiratory_Drug_474_17mg,Respiratory,Injection,28.65,99.77,265,1615,397,Novo Nordisk,2/4/2023
P01167,Hormone_Drug_146_367mg,Hormone,Injection,28.99,129.78,150,1379,225,Novartis,6/12/2022
P01168,Analgesic_Drug_502_35mg,Analgesic,Cream,49.15,157.15,333,2928,499,Roche,6/12/2022
P01169,Respiratory_Drug_307_339mg,Respiratory,Tablet,24.45,52.18,104,832,156,Bristol-Myers Squibb,8/23/2023
P01170,Gastrointestinal_Drug_727_92mg,Gastrointestinal,Inhaler,33.79,141.83,352,734,528,Pfizer,10/9/2023
P01171,Cardiovascular_Drug_96_201mg,Cardiovascular,Tablet,6.94,16.25,462,1037,693,Purdue,4/26/2023
P01172,Antiviral_Drug_351_416mg,Antiviral,Syrup,16.48,48.49,423,1415,634,Novo Nordisk,10/3/2023
P01173,Antibiotic_Drug_757_111mg,Antibiotic,Injection,41.27,177.78,217,967,325,Bristol-Myers Squibb,8/14/2023
P01174,Antidepressant_Drug_439_19mg,Antidepressant,Tablet,29.68,91.36,176,2752,264,AstraZeneca,5/31/2022
P01175,Respiratory_Drug_105_425mg,Respiratory,Ointment,19.69,47.7,482,1412,723,AbbVie,5/9/2023
P01176,Respiratory_Drug_403_157mg,Respiratory,Inhaler,4.1,15.62,307,1158,460,AstraZeneca,7/4/2023
P01177,Diabetes_Drug_255_208mg,Diabetes,Ointment,41.75,102.33,499,594,748,Sanofi,7/9/2022
P01178,Antiviral_Drug_733_24mg,Antiviral,Syrup,23.95,90.89,293,1946,439,Roche,2/24/2022
P01179,Vitamin_Drug_670_29mg,Vitamin,Ointment,12.47,28.1,459,2189,688,Roche,11/1/2023
P01180,Diabetes_Drug_122_299mg,Diabetes,Injection,46.16,197.21,312,1060,468,Sanofi,8/12/2023
P01181,Hormone_Drug_127_197mg,Hormone,Ointment,34.73,92.35,270,1494,405,Purdue,11/16/2022
P01182,Respiratory_Drug_191_349mg,Respiratory,Cream,39.82,179.82,212,2608,318,Bayer,4/15/2023
P01183,Antipsychotic_Drug_779_2mg,Antipsychotic,Syrup,14.38,37.8,227,2741,340,Purdue,9/6/2022
P01184,Antibiotic_Drug_665_158mg,Antibiotic,Syrup,5.69,27.13,411,2174,616,Bayer,10/6/2022
P01185,Oncology_Drug_816_276mg,Oncology,Syrup,3.77,15.15,51,1422,76,Pfizer,10/15/2023
P01186,Analgesic_Drug_236_128mg,Analgesic,Injection,23.36,109.38,249,2025,373,Sanofi,10/5/2023
P01187,Analgesic_Drug_29_361mg,Analgesic,Capsule,41.48,111.29,357,2709,535,AstraZeneca,3/12/2022
P01188,Antidepressant_Drug_876_466mg,Antidepressant,Injection,39.9,184.47,292,2013,438,Roche,5/9/2023
P01189,Diabetes_Drug_856_367mg,Diabetes,Capsule,3.59,12.1,59,511,88,Sanofi,4/24/2022
P01190,Respiratory_Drug_499_33mg,Respiratory,Inhaler,35.67,74.68,111,728,166,AstraZeneca,8/11/2023
P01191,Dermatological_Drug_761_83mg,Dermatological,Ointment,48.05,196.02,74,2092,111,Bristol-Myers Squibb,8/27/2023
P01192,Cardiovascular_Drug_838_136mg,Cardiovascular,Injection,24.55,89.74,245,632,367,Johnson & Johnson,11/20/2022
P01193,Analgesic_Drug_638_175mg,Analgesic,Syrup,1.73,5.96,300,2475,450,Pfizer,6/12/2023
P01194,Cardiovascular_Drug_762_343mg,Cardiovascular,Syrup,36.06,79.6,403,2325,604,Johnson & Johnson,7/7/2023
P01195,Antidepressant_Drug_866_380mg,Antidepressant,Capsule,19.12,66.12,384,2301,576,Johnson & Johnson,5/22/2023
P01196,Cardiovascular_Drug_265_114mg,Cardiovascular,Syrup,34.47,137.27,341,1468,511,Pfizer,4/5/2022
P01197,Antidepressant_Drug_336_68mg,Antidepressant,Capsule,19.26,51.83,295,2441,442,Bristol-Myers Squibb,9/19/2022
P01198,Respiratory_Drug_344_477mg,Respiratory,Injection,21.05,89.35,308,2343,462,Pfizer,11/28/2022
P01199,Vaccine_Drug_584_235mg,Vaccine,Tablet,30.61,79.45,373,2191,559,Sanofi,8/16/2022
P01200,Antibiotic_Drug_245_306mg,Antibiotic,Capsule,15.96,78.54,63,1517,94,Pfizer,9/14/2023
P01201,Antidepressant_Drug_19_66mg,Antidepressant,Syrup,12.87,32.37,216,2108,324,Bayer,4/22/2022
P01202,Antibiotic_Drug_373_85mg,Antibiotic,Inhaler,33.09,94.3,188,1562,282,Bristol-Myers Squibb,9/27/2023
P01203,Respiratory_Drug_61_100mg,Respiratory,Tablet,39.14,149.74,356,1877,534,Roche,3/22/2023
P01204,Antipsychotic_Drug_342_133mg,Antipsychotic,Syrup,31.17,126.95,492,2359,738,Novartis,5/18/2022
P01205,Respiratory_Drug_746_61mg,Respiratory,Cream,19.32,93.76,356,765,534,Sanofi,3/30/2023
P01206,Hormone_Drug_440_187mg,Hormone,Injection,13.36,48.13,368,1890,552,Bristol-Myers Squibb,5/12/2022
P01207,Oncology_Drug_560_288mg,Oncology,Injection,9.88,40.86,425,1190,637,Purdue,8/5/2023
P01208,Dermatological_Drug_784_59mg,Dermatological,Ointment,7.21,23.52,230,518,345,Bayer,8/16/2023
P01209,Hormone_Drug_615_54mg,Hormone,Ointment,6.3,31.25,232,1926,348,Pfizer,8/3/2023
P01210,Ophthalmic_Drug_282_360mg,Ophthalmic,Capsule,33.31,157.53,452,1322,678,Pfizer,1/8/2022
P01211,Cardiovascular_Drug_491_341mg,Cardiovascular,Injection,1.33,3.27,330,2210,495,Novo Nordisk,4/3/2022
P01212,Antipsychotic_Drug_824_268mg,Antipsychotic,Capsule,12.81,61.6,466,1131,699,Sanofi,1/10/2022
P01213,Hormone_Drug_838_273mg,Hormone,Syrup,11.16,34.97,355,1733,532,AstraZeneca,12/29/2023
P01214,Vitamin_Drug_416_216mg,Vitamin,Cream,1.14,5.46,129,1401,193,Roche,6/9/2023
P01215,Respiratory_Drug_346_366mg,Respiratory,Cream,3.87,11.29,497,2036,745,Sanofi,10/2/2023
P01216,Analgesic_Drug_824_80mg,Analgesic,Inhaler,28.33,88.91,214,912,321,Purdue,10/9/2022
P01217,Diabetes_Drug_751_268mg,Diabetes,Capsule,46.51,205.24,454,2845,681,GSK,12/31/2022
P01218,Diabetes_Drug_961_474mg,Diabetes,Inhaler,48.8,209.08,276,1757,414,Novartis,1/25/2023
P01219,Analgesic_Drug_856_149mg,Analgesic,Inhaler,16.89,39.41,120,620,180,Roche,2/28/2022
P01220,Vaccine_Drug_446_388mg,Vaccine,Cream,35.8,144.35,135,1750,202,AstraZeneca,11/18/2022
P01221,Vitamin_Drug_566_399mg,Vitamin,Ointment,11.59,43.72,246,1398,369,Novo Nordisk,11/23/2023
P01222,Antiviral_Drug_412_222mg,Antiviral,Syrup,13.11,65.4,323,2791,484,AstraZeneca,9/30/2022
P01223,Oncology_Drug_825_8mg,Oncology,Inhaler,5.19,13.24,177,1896,265,Sanofi,10/14/2023
P01224,Hormone_Drug_211_447mg,Hormone,Syrup,30.64,105.41,123,666,184,Bayer,11/23/2022
P01225,Analgesic_Drug_634_334mg,Analgesic,Ointment,29.86,106.36,252,1552,378,Sanofi,12/24/2023
P01226,Oncology_Drug_785_137mg,Oncology,Inhaler,9.79,26.21,286,2900,429,Johnson & Johnson,10/18/2023
P01227,Diabetes_Drug_646_114mg,Diabetes,Inhaler,33.94,159.27,188,1261,282,Roche,4/3/2023
P01228,Analgesic_Drug_676_92mg,Analgesic,Capsule,26.52,119.58,137,1592,205,Sanofi,11/11/2023
P01229,Antidepressant_Drug_178_297mg,Antidepressant,Capsule,24.49,86.72,350,2394,525,Merck,7/13/2023
P01230,Antipsychotic_Drug_257_300mg,Antipsychotic,Syrup,17.55,57.13,199,2790,298,Novo Nordisk,12/9/2022
P01231,Respiratory_Drug_594_154mg,Respiratory,Injection,47.34,226.74,190,645,285,Novo Nordisk,11/7/2022
P01232,Gastrointestinal_Drug_570_492mg,Gastrointestinal,Injection,6.16,15.73,112,846,168,AstraZeneca,3/13/2022
P01233,Gastrointestinal_Drug_933_94mg,Gastrointestinal,Ointment,33.95,139.63,422,2886,633,Roche,2/9/2022
P01234,Antiviral_Drug_574_254mg,Antiviral,Inhaler,28.75,91.86,118,2400,177,Purdue,8/7/2023
P01235,Oncology_Drug_529_370mg,Oncology,Injection,29.21,72.76,390,2604,585,Bristol-Myers Squibb,4/9/2023
P01236,Antiviral_Drug_373_417mg,Antiviral,Capsule,40.75,85.51,80,867,120,Johnson & Johnson,2/22/2023
P01237,Ophthalmic_Drug_398_272mg,Ophthalmic,Cream,38.37,172.67,220,755,330,Novo Nordisk,8/23/2022
P01238,Gastrointestinal_Drug_157_454mg,Gastrointestinal,Cream,49.99,226.45,108,1356,162,Purdue,8/15/2023
P01239,Antidepressant_Drug_213_388mg,Antidepressant,Cream,48.43,222.24,397,665,595,Johnson & Johnson,12/27/2023
P01240,Diabetes_Drug_221_308mg,Diabetes,Tablet,23.97,69.06,335,598,502,Novartis,8/15/2022
P01241,Antiviral_Drug_243_18mg,Antiviral,Suppository,29.77,65.5,126,1568,189,Pfizer,4/2/2022
P01242,Antidepressant_Drug_604_192mg,Antidepressant,Syrup,24.05,117.09,126,1804,189,Bristol-Myers Squibb,10/7/2022
P01243,Diabetes_Drug_740_371mg,Diabetes,Injection,23.05,105.46,314,2203,471,Roche,3/13/2023
P01244,Antidepressant_Drug_375_45mg,Antidepressant,Capsule,23.27,61.15,430,2561,645,Johnson & Johnson,7/3/2023
P01245,Antipsychotic_Drug_983_492mg,Antipsychotic,Capsule,49.05,149.64,87,1719,130,Johnson & Johnson,8/25/2023
P01246,Analgesic_Drug_252_8mg,Analgesic,Inhaler,38.27,93.75,305,1374,457,Roche,10/16/2023
P01247,Ophthalmic_Drug_26_111mg,Ophthalmic,Suppository,16.15,37.96,172,1709,258,Roche,8/12/2023
P01248,Cardiovascular_Drug_767_438mg,Cardiovascular,Cream,4.14,18.99,60,1448,90,AstraZeneca,6/24/2023
P01249,Vaccine_Drug_387_228mg,Vaccine,Cream,32.39,105,177,2290,265,Novartis,7/11/2023
P01250,Gastrointestinal_Drug_793_234mg,Gastrointestinal,Syrup,13.81,68.43,238,1505,357,Pfizer,8/15/2023
P01251,Antibiotic_Drug_719_344mg,Antibiotic,Inhaler,36.8,174.95,226,1906,339,AstraZeneca,2/25/2022
