TransactionID,Date,ProductID,TransactionType,Quantity,BatchNumber,SupplierID,WarehouseLocation,ExpiryDate,UnitCost,EmployeeID,ReferencePO,ReasonCode,StockLevelAfter
T037655,6/4/2022,P01150,Purchase,671,BATCH-6328,SUP112,C27,1/31/2024,2.26,EMP028,,,10313
T037656,12/11/2022,P00064,Sale,-8,BATCH-5588,,A43,6/6/2024,21.88,EMP034,,,10275
T037657,8/19/2023,P01837,Write-off,-94,BATCH-2692,,B07,10/25/2024,13.77,EMP006,,OTHER,16205
T037658,7/17/2023,P01938,Purchase,1581,BATCH-3053,SUP090,B25,6/13/2025,47.28,EMP013,PO-2022-00541,,22954
T037659,2/14/2023,P01407,Purchase,2091,BATCH-5330,SUP008,D35,8/26/2024,27.73,EMP028,PO-2022-01711,,17782
T037660,6/16/2023,P01957,Purchase,1229,BATCH-6599,SUP123,C07,5/16/2025,32.85,EMP044,PO-2022-03244,,14183
T037661,12/14/2022,P00679,Purchase,526,BATCH-5911,SUP133,A23,9/6/2024,41.44,EMP044,,,10559
T037662,10/26/2022,P00205,Adjustment,12,BATCH-1659,,C49,11/15/2023,9.32,EMP025,,DAMAGE,13101
T037663,3/20/2022,P00257,Write-off,-87,BATCH-5526,,D05,10/10/2022,19.97,EMP028,,THEFT,19683
T037664,5/4/2023,P01882,Purchase,994,BATCH-3931,SUP103,B04,12/1/2025,7.71,EMP006,,,25203
T037665,3/18/2022,P01821,Purchase,585,BATCH-8827,SUP070,C30,5/25/2024,17.61,EMP021,,,15231
T037666,10/16/2022,P01167,Purchase,1838,BATCH-4540,SUP067,D33,6/18/2024,28.99,EMP024,,,17581
T037667,8/27/2022,P00359,Sale,-54,BATCH-9797,,C19,9/6/2023,19.37,EMP043,,,22891
T037668,1/31/2023,P01696,Purchase,2079,BATCH-6083,SUP109,A19,12/24/2023,20.27,EMP030,PO-2022-03398,,12344
T037669,3/10/2022,P01471,Purchase,364,BATCH-6111,SUP092,D20,10/26/2024,34.18,EMP015,,,12080
T037670,11/8/2023,P00353,Sale,-64,BATCH-9563,,D20,2/8/2025,19.13,EMP033,,,5090
T037671,5/1/2023,P01942,Sale,-43,BATCH-6401,,B29,9/3/2025,47.4,EMP013,,,15869
T037672,7/22/2022,P00466,Sale,-55,BATCH-9525,,C45,7/24/2024,20.97,EMP003,,,14136
T037673,5/9/2023,P00051,Purchase,2556,BATCH-7684,SUP021,D40,3/5/2026,3.35,EMP007,,,23860
T037674,12/5/2023,P00189,Purchase,1226,BATCH-6247,SUP022,A17,1/28/2026,47.12,EMP001,,,7707
T037675,11/27/2023,P01968,Purchase,1033,BATCH-3960,SUP066,B13,10/18/2024,22.92,EMP023,PO-2022-04518,,21638
T037676,1/11/2022,P00804,Purchase,103,BATCH-9184,SUP099,D22,3/31/2023,44.01,EMP002,PO-2022-03512,,30641
T037677,9/8/2022,P01631,Sale,-10,BATCH-1778,,D49,1/29/2024,26.12,EMP026,,,18304
T037678,10/16/2023,P00235,Purchase,1369,BATCH-2208,SUP129,B05,7/2/2024,41.12,EMP046,,,20978
T037679,5/19/2022,P00658,Sale,-76,BATCH-6357,,C05,7/14/2023,20.4,EMP009,,,7594
T037680,6/29/2023,P00889,Sale,-30,BATCH-8459,,A37,4/3/2025,15.55,EMP019,,,26362
T037681,3/14/2023,P00680,Purchase,409,BATCH-9019,SUP130,D27,12/22/2024,19.46,EMP020,PO-2022-04260,,13687
T037682,3/22/2023,P01406,Purchase,1762,BATCH-5651,SUP032,D48,12/6/2025,11.28,EMP006,PO-2022-00972,,8257
T037683,2/21/2023,P00254,Sale,-11,BATCH-2920,,C48,1/24/2025,4.66,EMP008,,,16674
T037684,5/20/2023,P00631,Purchase,1261,BATCH-8503,SUP082,C46,2/1/2025,3.87,EMP025,,,16177
T037685,3/24/2023,P01791,Sale,-8,BATCH-9485,,C50,11/13/2024,14.38,EMP046,,,5129
T037686,7/6/2022,P01949,Sale,-1,BATCH-6770,,D40,8/22/2024,26.98,EMP006,,,14864
T037687,2/14/2023,P00350,Purchase,2051,BATCH-8914,SUP017,A26,9/9/2025,40.59,EMP044,,,14494
T037688,3/15/2023,P01858,Adjustment,-5,BATCH-9495,,C05,11/29/2024,31.22,EMP021,,THEFT,30315
T037689,5/7/2023,P00107,Sale,-19,BATCH-6042,,A47,3/24/2024,12.55,EMP046,,,13877
T037690,5/9/2023,P01454,Purchase,2537,BATCH-6141,SUP060,D04,8/8/2024,18.86,EMP017,PO-2022-03084,,12505
T037691,11/23/2023,P00629,Purchase,1433,BATCH-3397,SUP059,A02,3/22/2026,47.77,EMP031,PO-2022-00251,,14195
T037692,12/23/2022,P00238,Purchase,120,BATCH-7563,SUP065,D18,2/17/2024,17.32,EMP003,PO-2022-04848,,11333
T037693,12/1/2022,P01518,Sale,-80,BATCH-7015,,B26,4/27/2025,39.86,EMP031,,,12358
T037694,10/26/2022,P01153,Return,17,BATCH-1665,,C33,9/11/2025,10.97,EMP006,,RETURN,15969
T037695,7/14/2023,P00774,Purchase,248,BATCH-7628,SUP006,A16,11/26/2024,43.35,EMP014,,,13746
T037696,7/8/2022,P01021,Sale,-79,BATCH-6855,,B29,2/13/2024,12.32,EMP034,,,10368
T037697,4/16/2023,P00028,Write-off,-31,BATCH-4728,,B03,10/2/2025,12.85,EMP008,,DAMAGE,10281
T037698,4/5/2022,P00684,Purchase,1751,BATCH-4366,SUP079,B05,9/6/2024,17.11,EMP008,PO-2022-02504,,9238
T037699,7/2/2022,P00081,Return,9,BATCH-5251,,C22,4/6/2023,28.04,EMP005,,RETURN,8832
T037700,12/22/2023,P00951,Purchase,2035,BATCH-1616,SUP067,D41,5/13/2025,13.36,EMP033,PO-2022-01241,,15241
T037701,12/5/2022,P00288,Purchase,748,BATCH-3632,SUP021,C42,11/11/2025,7,EMP034,PO-2022-03706,,21888
T037702,3/23/2022,P00242,Purchase,2208,BATCH-1834,SUP095,A23,7/31/2024,12.94,EMP038,PO-2022-03784,,21689
T037703,1/27/2022,P01926,Return,40,BATCH-9234,,B47,10/2/2024,3.12,EMP026,,RETURN,10708
T037704,11/12/2023,P01538,Purchase,2162,BATCH-9362,SUP051,B31,5/20/2025,44.78,EMP035,PO-2022-03983,,14403
T037705,12/2/2022,P00047,Sale,-4,BATCH-7880,,C06,3/23/2025,22.68,EMP032,,,7618
T037706,9/9/2023,P00847,Adjustment,-1,BATCH-8938,,B31,5/3/2024,22.12,EMP016,,THEFT,17636
T037707,12/10/2022,P01232,Sale,-88,BATCH-1512,,B20,8/18/2024,6.16,EMP027,,,17610
T037708,10/4/2023,P01553,Purchase,2849,BATCH-7146,SUP016,A32,11/29/2024,3.42,EMP001,PO-2022-04021,,24338
T037709,2/28/2022,P01907,Purchase,2082,BATCH-4338,SUP002,C24,5/23/2024,33.6,EMP004,PO-2022-04308,,21935
T037710,2/26/2022,P00632,Sale,-76,BATCH-3340,,D06,11/29/2024,27.47,EMP001,,,11636
T037711,1/20/2023,P01952,Purchase,1841,BATCH-7213,SUP024,B40,12/1/2025,38.12,EMP029,PO-2022-02197,,17454
T037712,5/12/2023,P00450,Sale,-45,BATCH-4051,,D09,12/6/2023,4.7,EMP008,,,18922
T037713,7/5/2023,P01520,Purchase,466,BATCH-2158,SUP138,A35,1/26/2025,3.06,EMP010,PO-2022-03869,,14463
T037714,1/1/2023,P01775,Purchase,1656,BATCH-7672,SUP145,D15,7/4/2024,1.18,EMP016,PO-2022-03860,,26988
T037715,12/3/2022,P01713,Sale,-23,BATCH-7262,,D34,8/15/2025,43.62,EMP007,,,18148
T037716,1/14/2022,P01796,Purchase,958,BATCH-1265,SUP103,B21,12/21/2022,18.1,EMP008,PO-2022-00081,,19207
T037717,12/17/2023,P01924,Sale,-29,BATCH-1144,,B27,3/25/2025,18.42,EMP044,,,16615
T037718,6/4/2022,P00304,Transfer,37,BATCH-2274,,C06,8/26/2023,37.71,EMP016,,,12671
T037719,10/19/2023,P01060,Return,21,BATCH-6124,,C17,9/28/2026,45.34,EMP023,,RETURN,29059
T037720,3/7/2023,P00077,Sale,-42,BATCH-1466,,B29,11/2/2024,42.08,EMP007,,,16817
T037721,3/6/2023,P01804,Purchase,2415,BATCH-3161,SUP007,B49,7/21/2025,9.99,EMP027,PO-2022-01228,,19027
T037722,6/20/2022,P01481,Write-off,-18,BATCH-1671,,C18,2/24/2023,37.81,EMP033,,EXPIRED,9525
T037723,2/14/2022,P01571,Sale,-45,BATCH-6922,,D41,9/21/2022,43.57,EMP027,,,2712
T037724,2/17/2022,P01083,Purchase,2864,BATCH-9054,SUP134,A18,1/6/2025,20.73,EMP041,PO-2022-02485,,17646
T037725,8/2/2023,P00543,Sale,-52,BATCH-2203,,B07,7/21/2024,37.79,EMP002,,,23079
T037726,5/14/2022,P01549,Purchase,563,BATCH-3299,SUP099,D25,9/29/2024,19.15,EMP001,PO-2022-01335,,19291
T037727,9/6/2023,P01856,Purchase,456,BATCH-8606,SUP140,B06,12/19/2025,10.26,EMP030,PO-2022-01911,,9411
T037728,1/19/2023,P01409,Purchase,1741,BATCH-3814,SUP136,C49,9/1/2024,14.53,EMP012,,,12197
T037729,5/5/2022,P00877,Return,18,BATCH-9675,,B01,12/6/2022,12.71,EMP035,,RETURN,10499
T037730,1/28/2023,P01467,Purchase,1247,BATCH-9307,SUP023,A17,12/20/2025,1.9,EMP028,,,8442
T037731,6/16/2022,P01691,Sale,-77,BATCH-6777,,D40,1/22/2025,15.96,EMP004,,,16126
T037732,6/6/2023,P00089,Purchase,330,BATCH-8317,SUP137,B36,2/19/2024,16.76,EMP043,,,11736
T037733,7/22/2023,P00879,Sale,-42,BATCH-5860,,B50,11/14/2024,8.82,EMP010,,,15591
T037734,6/11/2022,P00048,Purchase,2934,BATCH-7953,SUP062,C42,4/4/2024,37.16,EMP010,PO-2022-02924,,16902
T037735,1/9/2023,P01480,Purchase,2658,BATCH-5354,SUP129,D43,2/3/2024,8.22,EMP041,PO-2022-02100,,19046
T037736,8/1/2022,P00504,Return,4,BATCH-2254,,B28,6/22/2025,4.93,EMP024,,RETURN,10229
T037737,8/19/2023,P01903,Sale,-93,BATCH-1333,,C14,11/17/2024,23.3,EMP032,,,21194
T037738,1/30/2023,P00407,Sale,-51,BATCH-3043,,D38,6/30/2024,12.28,EMP003,,,14896
T037739,10/1/2023,P01139,Return,41,BATCH-4386,,D17,2/2/2026,35.05,EMP001,,RETURN,12328
T037740,6/9/2023,P00738,Sale,-22,BATCH-6266,,D23,8/9/2025,11.14,EMP003,,,7318
T037741,1/23/2022,P01860,Purchase,2228,BATCH-9725,SUP124,C14,9/30/2023,32.11,EMP034,,,14477
T037742,1/3/2023,P01009,Sale,-94,BATCH-5463,,D05,11/18/2024,40.74,EMP037,,,9498
T037743,12/21/2022,P00354,Adjustment,29,BATCH-2929,,C17,7/6/2024,44.61,EMP003,,COUNT_ERROR,11442
T037744,9/28/2023,P01755,Sale,-67,BATCH-6909,,C13,8/11/2026,31.68,EMP015,,,17469
T037745,9/14/2022,P00263,Transfer,96,BATCH-3140,,B28,4/1/2023,41.43,EMP037,,,8552
T037746,3/29/2023,P00517,Purchase,994,BATCH-9576,SUP140,A46,11/3/2023,2.47,EMP039,,,28722
T037747,12/28/2023,P00210,Purchase,312,BATCH-1346,SUP031,C28,10/1/2026,48.29,EMP045,,,12393
T037748,5/23/2023,P01478,Sale,-41,BATCH-9803,,D43,8/6/2025,45.58,EMP045,,,17863
T037749,9/25/2023,P00940,Purchase,1222,BATCH-4918,SUP080,B37,1/22/2025,11.24,EMP041,,,16885
T037750,2/10/2023,P01958,Purchase,2832,BATCH-4162,SUP074,A24,10/10/2025,4.86,EMP013,,,22998
T037751,1/5/2022,P01750,Purchase,734,BATCH-4772,SUP121,A32,4/17/2023,22.27,EMP027,,,30606
T037752,10/5/2022,P01823,Purchase,720,BATCH-6265,SUP138,A42,5/25/2024,47.27,EMP020,PO-2022-01230,,13539
T037753,11/8/2023,P01153,Sale,-33,BATCH-2176,,A25,10/24/2025,10.97,EMP035,,,15936
T037754,3/26/2023,P01654,Purchase,894,BATCH-6364,SUP103,A19,7/2/2025,5.21,EMP002,PO-2022-02963,,17512
T037755,9/6/2022,P01462,Return,20,BATCH-6460,,C40,1/19/2025,5.36,EMP041,,RETURN,9055
T037756,3/31/2022,P00921,Purchase,720,BATCH-6899,SUP131,C07,7/13/2024,19.56,EMP031,PO-2022-04341,,14722
T037757,2/1/2022,P01260,Purchase,2314,BATCH-3345,SUP077,C49,6/25/2024,35.92,EMP005,,,13294
T037758,1/11/2023,P00120,Purchase,412,BATCH-1866,SUP138,C48,4/26/2025,20.55,EMP040,,,22022
T037759,7/1/2022,P00844,Purchase,129,BATCH-6342,SUP074,D33,4/26/2023,21.72,EMP015,PO-2022-03352,,5397
T037760,10/9/2023,P00424,Purchase,2945,BATCH-8942,SUP148,D03,3/24/2026,17.25,EMP012,PO-2022-04967,,28524
T037761,5/5/2023,P00839,Sale,-4,BATCH-1484,,D27,3/22/2025,45.68,EMP049,,,14200
T037762,1/17/2023,P01434,Purchase,320,BATCH-1745,SUP012,C10,7/27/2024,28.14,EMP029,,,10673
T037763,3/20/2023,P00568,Purchase,1154,BATCH-6794,SUP126,A33,6/27/2025,6.7,EMP021,,,18030
T037764,9/6/2023,P00749,Sale,-19,BATCH-9361,,B03,5/5/2025,9.8,EMP044,,,7910
T037765,3/12/2023,P01424,Sale,-35,BATCH-1961,,A27,9/12/2024,10.33,EMP046,,,9350
T037766,8/25/2023,P01238,Purchase,2500,BATCH-5426,SUP002,A47,12/25/2025,49.99,EMP043,PO-2022-04970,,17920
T037767,3/9/2022,P00606,Purchase,2074,BATCH-3091,SUP004,A02,11/9/2022,30.44,EMP035,PO-2022-00082,,15868
T037768,10/23/2023,P00540,Transfer,60,BATCH-6033,,D25,5/14/2025,31.14,EMP011,,,11208
T037769,5/5/2022,P00875,Transfer,46,BATCH-9330,,A40,10/26/2023,36.16,EMP030,,,20759
T037770,4/19/2023,P00214,Purchase,835,BATCH-2282,SUP130,A05,11/22/2023,6.54,EMP035,,,14613
T037771,4/16/2023,P00181,Purchase,1472,BATCH-4069,SUP126,B29,11/11/2024,12.27,EMP046,PO-2022-03073,,9055
T037772,2/8/2023,P00450,Purchase,1693,BATCH-4459,SUP022,D41,7/2/2024,4.7,EMP017,,,20615
T037773,11/4/2023,P00182,Sale,-59,BATCH-3079,,D28,12/7/2024,8.8,EMP041,,,8927
T037774,9/25/2022,P00611,Adjustment,-21,BATCH-7629,,C13,2/28/2024,44.82,EMP030,,OTHER,8886
T037775,4/15/2023,P01915,Sale,-90,BATCH-8638,,A19,5/24/2024,18.56,EMP011,,,8036
T037776,5/25/2023,P01432,Adjustment,24,BATCH-2311,,C39,7/16/2025,35.21,EMP025,,RETURN,8766
T037777,8/26/2023,P00173,Sale,-69,BATCH-1862,,D25,7/24/2025,1.9,EMP026,,,10967
T037778,10/22/2023,P01340,Transfer,67,BATCH-9500,,A18,10/15/2025,46.45,EMP002,,,16189
T037779,2/20/2023,P01265,Sale,-49,BATCH-3964,,D01,11/9/2024,40.35,EMP030,,,11407
T037780,2/12/2022,P01522,Purchase,2425,BATCH-8728,SUP005,B21,8/6/2024,18.66,EMP020,PO-2022-02011,,20270
T037781,2/11/2023,P01827,Purchase,1537,BATCH-7917,SUP096,B07,9/30/2025,35.33,EMP018,PO-2022-01194,,13274
T037782,8/6/2022,P01721,Sale,-52,BATCH-2077,,D10,12/21/2024,39.5,EMP013,,,10752
T037783,11/20/2023,P01216,Sale,-77,BATCH-9550,,D50,3/18/2025,28.33,EMP027,,,21486
T037784,7/20/2023,P00829,Sale,-23,BATCH-7809,,A15,4/4/2026,5.99,EMP017,,,16008
T037785,3/27/2023,P00380,Sale,-21,BATCH-6401,,B43,10/18/2025,11.52,EMP019,,,12843
T037786,1/10/2022,P00696,Sale,-20,BATCH-8811,,B15,7/10/2022,17.91,EMP036,,,18105
T037787,7/5/2022,P00551,Purchase,1617,BATCH-7166,SUP011,D44,3/19/2024,32.73,EMP032,PO-2022-00219,,13953
T037788,5/5/2022,P00848,Sale,-68,BATCH-7325,,C25,5/19/2023,1.34,EMP018,,,13895
T037789,5/13/2022,P01539,Purchase,1033,BATCH-4400,SUP075,B21,6/19/2024,27.54,EMP001,PO-2022-03340,,19146
T037790,7/3/2022,P00493,Purchase,591,BATCH-3613,SUP033,D30,10/11/2023,44.57,EMP028,PO-2022-00126,,13136
T037791,1/31/2022,P01170,Return,24,BATCH-1838,,A06,7/29/2023,33.79,EMP026,,RETURN,19344
T037792,6/14/2022,P01886,Write-off,-72,BATCH-7942,,B04,8/3/2023,35.21,EMP016,,OTHER,16256
T037793,12/17/2023,P00418,Purchase,326,BATCH-5347,SUP141,B34,9/11/2026,25.24,EMP023,PO-2022-04474,,17255
T037794,4/23/2023,P00887,Sale,-26,BATCH-6002,,B46,12/27/2024,5.11,EMP010,,,9090
T037795,9/21/2022,P00466,Adjustment,-23,BATCH-5300,,B32,7/10/2025,20.97,EMP038,,EXPIRED,14113
T037796,2/1/2023,P00225,Purchase,2542,BATCH-7026,SUP119,C31,9/13/2024,40.35,EMP028,,,19897
T037797,10/4/2023,P01395,Purchase,673,BATCH-1365,SUP098,A31,4/24/2025,31.19,EMP025,PO-2022-00802,,12507
T037798,6/5/2023,P00800,Sale,-69,BATCH-3579,,D24,12/9/2025,26.19,EMP039,,,16117
T037799,6/28/2023,P00063,Return,26,BATCH-3477,,C24,6/2/2026,27.75,EMP022,,RETURN,14911
T037800,6/7/2022,P00263,Purchase,2911,BATCH-6730,SUP129,B34,7/15/2024,41.43,EMP009,,,11463
T037801,4/1/2022,P01065,Adjustment,1,BATCH-2247,,D32,4/12/2023,10,EMP030,,OTHER,23919
T037802,5/11/2023,P01445,Purchase,218,BATCH-8584,SUP065,A14,6/8/2025,4.9,EMP034,,,18069
T037803,1/29/2022,P00831,Purchase,2731,BATCH-8948,SUP001,C13,12/4/2024,3.79,EMP016,PO-2022-02203,,12702
T037804,10/25/2023,P00935,Purchase,1127,BATCH-7548,SUP119,B02,6/7/2024,21.03,EMP041,,,15295
T037805,4/5/2022,P01503,Sale,-69,BATCH-4319,,D27,4/6/2024,25.24,EMP001,,,8362
T037806,1/23/2023,P00248,Sale,-81,BATCH-6317,,B47,1/21/2025,11.96,EMP016,,,14423
T037807,7/21/2022,P00789,Sale,-92,BATCH-6525,,C09,6/6/2024,43.49,EMP029,,,6949
T037808,3/13/2022,P01113,Purchase,806,BATCH-6830,SUP054,B44,12/23/2022,13.71,EMP010,,,17363
T037809,1/19/2023,P00186,Purchase,412,BATCH-6737,SUP119,B14,8/23/2023,23.77,EMP049,PO-2022-00441,,21384
T037810,7/9/2023,P01768,Sale,-5,BATCH-3466,,D24,1/24/2026,39.82,EMP026,,,14663
T037811,8/5/2023,P01609,Purchase,2418,BATCH-6009,SUP113,B30,4/8/2024,22.19,EMP046,PO-2022-03857,,15801
T037812,11/20/2022,P01861,Purchase,1728,BATCH-1500,SUP013,A05,12/1/2023,21.15,EMP028,PO-2022-02347,,17269
T037813,5/28/2023,P01814,Sale,-20,BATCH-8192,,C10,1/13/2026,5.66,EMP019,,,20026
T037814,5/15/2023,P01084,Return,43,BATCH-4545,,A01,4/2/2025,5.79,EMP045,,RETURN,18942
T037815,6/21/2022,P00513,Purchase,352,BATCH-1927,SUP079,D04,4/18/2025,23.29,EMP036,,,23755
T037816,6/15/2023,P01568,Purchase,844,BATCH-9174,SUP145,D49,6/23/2025,12.02,EMP024,,,17375
T037817,4/25/2022,P00091,Purchase,1487,BATCH-1333,SUP103,D06,2/24/2025,19.15,EMP039,,,21469
T037818,12/9/2023,P00850,Purchase,404,BATCH-4766,SUP098,A28,1/23/2026,11.67,EMP014,,,23131
T037819,1/29/2022,P00321,Purchase,2342,BATCH-2092,SUP080,A15,11/14/2024,9.19,EMP038,,,14920
T037820,12/10/2023,P01493,Purchase,821,BATCH-9198,SUP064,A34,3/7/2026,4.09,EMP003,,,15511
T037821,12/25/2022,P00999,Sale,-12,BATCH-2852,,B27,9/7/2023,9.54,EMP006,,,11536
T037822,1/2/2023,P00784,Purchase,1540,BATCH-1225,SUP025,B46,9/12/2023,29.41,EMP045,PO-2022-00736,,32142
T037823,4/10/2022,P01746,Sale,-6,BATCH-1866,,B21,8/23/2023,33.66,EMP005,,,15015
T037824,12/10/2023,P00358,Sale,-92,BATCH-5155,,D46,2/13/2025,16.35,EMP004,,,12079
T037825,2/23/2023,P00811,Purchase,1418,BATCH-8265,SUP073,A30,11/21/2023,24.25,EMP049,PO-2022-01051,,17455
T037826,1/2/2023,P00388,Transfer,51,BATCH-5411,,C48,5/4/2024,7.82,EMP008,,,15292
T037827,5/11/2023,P00938,Purchase,1782,BATCH-9231,SUP025,D27,3/23/2025,43.54,EMP042,PO-2022-03675,,23994
T037828,1/14/2022,P00100,Sale,-94,BATCH-7435,,C05,12/7/2023,33.76,EMP003,,,11702
T037829,8/14/2022,P00599,Purchase,2280,BATCH-1647,SUP128,C38,7/14/2025,3.99,EMP017,,,27334
T037830,7/12/2022,P00123,Purchase,708,BATCH-1328,SUP114,D41,6/6/2023,18.76,EMP028,PO-2022-04012,,22405
T037831,3/19/2022,P00961,Adjustment,-4,BATCH-2748,,C03,7/10/2023,30.78,EMP022,,COUNT_ERROR,22193
T037832,9/17/2022,P00928,Write-off,-19,BATCH-3838,,D29,8/3/2025,28.57,EMP002,,EXPIRED,12969
T037833,5/13/2023,P00403,Return,25,BATCH-8183,,C13,2/18/2025,29.53,EMP048,,RETURN,7983
T037834,1/24/2023,P01029,Return,24,BATCH-4802,,D36,3/12/2025,48.48,EMP040,,RETURN,13827
T037835,3/21/2023,P01493,Sale,-44,BATCH-3437,,B17,6/23/2024,4.09,EMP012,,,15467
T037836,12/25/2022,P01535,Sale,-43,BATCH-2556,,D35,4/9/2025,19.77,EMP030,,,21506
T037837,7/17/2022,P00100,Transfer,97,BATCH-8562,,B29,11/17/2024,33.76,EMP015,,,11799
T037838,8/13/2022,P01941,Purchase,157,BATCH-7608,SUP040,B44,4/5/2023,10.84,EMP007,PO-2022-03900,,20592
T037839,10/20/2022,P01578,Return,6,BATCH-4729,,C49,7/5/2023,14.46,EMP005,,RETURN,8972
T037840,11/1/2023,P01803,Purchase,2512,BATCH-7019,SUP108,B29,7/22/2026,22.88,EMP036,,,18116
T037841,8/15/2022,P00664,Sale,-18,BATCH-3765,,C15,2/5/2024,21.36,EMP035,,,7602
T037842,12/1/2022,P00246,Return,31,BATCH-2455,,A14,6/16/2023,11.22,EMP006,,RETURN,6241
T037843,3/10/2023,P01980,Purchase,2060,BATCH-6450,SUP099,D08,1/17/2025,31.44,EMP024,PO-2022-01540,,35671
T037844,9/4/2022,P01297,Sale,-84,BATCH-7150,,D49,11/21/2024,39.81,EMP036,,,12822
T037845,5/20/2022,P01760,Adjustment,-17,BATCH-9237,,D21,7/12/2023,11.62,EMP044,,OTHER,18543
T037846,2/24/2022,P01801,Sale,-19,BATCH-7745,,A26,8/21/2023,40.36,EMP038,,,15498
T037847,2/3/2022,P00250,Return,23,BATCH-8268,,C38,6/29/2023,33.65,EMP009,,RETURN,10655
T037848,3/5/2022,P00583,Purchase,845,BATCH-6484,SUP038,C32,1/4/2024,14.71,EMP033,,,20701
T037849,7/6/2023,P00498,Sale,-52,BATCH-6535,,A32,2/8/2026,33.44,EMP013,,,19357
T037850,3/9/2022,P01636,Purchase,611,BATCH-9855,SUP035,C28,2/5/2023,47.18,EMP046,PO-2022-01067,,25842
T037851,11/13/2022,P00565,Sale,-76,BATCH-4863,,B42,10/8/2025,41.36,EMP007,,,9534
T037852,4/1/2022,P01787,Write-off,-42,BATCH-7890,,C23,12/31/2023,7.14,EMP015,,THEFT,15144
T037853,1/29/2022,P00501,Purchase,2428,BATCH-1491,SUP058,A07,7/16/2023,49.81,EMP007,PO-2022-02859,,17005
T037854,1/10/2023,P00994,Purchase,1624,BATCH-9584,SUP134,C23,5/12/2025,38.84,EMP041,,,7930
T037855,2/24/2022,P01671,Purchase,2776,BATCH-8031,SUP089,B50,7/1/2024,48.32,EMP029,,,15106
T037856,12/3/2023,P01644,Purchase,2094,BATCH-8483,SUP006,C35,3/9/2025,49.65,EMP049,,,7951
T037857,5/24/2022,P01496,Purchase,1686,BATCH-8224,SUP048,C47,12/7/2022,16.66,EMP034,PO-2022-03138,,14422
T037858,3/1/2022,P00193,Purchase,2675,BATCH-1137,SUP002,C11,9/12/2022,27.83,EMP049,,,22062
T037859,11/15/2023,P00397,Sale,-82,BATCH-7412,,B30,10/20/2026,1.49,EMP001,,,16645
T037860,9/13/2022,P00231,Adjustment,28,BATCH-7065,,C08,9/14/2024,38.57,EMP006,,RETURN,16051
T037861,9/17/2022,P00909,Purchase,2660,BATCH-6026,SUP141,C11,5/19/2023,34.32,EMP001,,,18336
T037862,1/25/2023,P00429,Sale,-23,BATCH-2227,,A09,2/13/2024,32.39,EMP011,,,20038
T037863,3/21/2022,P02000,Purchase,328,BATCH-1648,SUP082,B47,2/9/2024,12.07,EMP010,PO-2022-03725,,17990
T037864,1/9/2023,P00824,Purchase,1669,BATCH-8580,SUP114,D27,10/3/2023,23.72,EMP035,PO-2022-03515,,14438
T037865,7/25/2023,P00722,Transfer,64,BATCH-3597,,B04,2/14/2025,4.95,EMP003,,,19068
T037866,6/13/2023,P00883,Sale,-98,BATCH-7042,,D02,5/25/2024,28.8,EMP018,,,13875
T037867,7/7/2022,P00756,Transfer,87,BATCH-9752,,D06,1/24/2024,46.31,EMP003,,,11963
T037868,12/31/2023,P00829,Sale,-56,BATCH-4136,,A18,11/26/2026,5.99,EMP010,,,15952
T037869,1/24/2022,P00591,Purchase,1262,BATCH-1234,SUP095,D50,10/21/2024,17.54,EMP032,PO-2022-04241,,25971
T037870,2/9/2023,P01918,Purchase,439,BATCH-3872,SUP064,D30,9/6/2025,41.65,EMP035,PO-2022-01144,,18911
T037871,12/4/2023,P01614,Sale,-32,BATCH-1103,,B05,11/7/2026,11.58,EMP023,,,21825
T037872,8/24/2022,P00443,Return,12,BATCH-9669,,A33,1/29/2025,10.38,EMP013,,RETURN,21590
T037873,6/26/2023,P01900,Transfer,67,BATCH-5658,,D18,3/31/2025,21.29,EMP043,,,13071
T037874,11/18/2022,P00727,Purchase,2497,BATCH-8451,SUP019,B48,6/25/2023,23.79,EMP038,PO-2022-02257,,23441
T037875,9/20/2023,P01555,Purchase,2552,BATCH-9243,SUP074,D23,7/5/2025,30.47,EMP003,,,21151
T037876,7/20/2023,P00778,Sale,-43,BATCH-5029,,C35,1/29/2026,4.69,EMP048,,,8282
T037877,5/24/2022,P00550,Sale,-58,BATCH-9816,,A12,6/23/2023,48.44,EMP005,,,15243
T037878,9/13/2022,P01630,Adjustment,16,BATCH-3219,,C16,7/26/2023,3.57,EMP028,,RETURN,31379
T037879,12/9/2023,P00887,Purchase,1731,BATCH-5791,SUP125,B50,9/2/2026,5.11,EMP033,PO-2022-02431,,10821
T037880,2/9/2022,P00720,Purchase,729,BATCH-3592,SUP126,C21,3/22/2023,40.25,EMP042,PO-2022-00117,,26643
T037881,3/22/2023,P01119,Sale,-61,BATCH-6971,,D15,11/20/2025,41.21,EMP047,,,20987
T037882,3/20/2023,P00136,Sale,-14,BATCH-2236,,A43,9/22/2023,32.61,EMP043,,,9415
T037883,5/12/2022,P01360,Transfer,8,BATCH-7922,,B30,11/20/2024,20.99,EMP027,,,7285
T037884,3/11/2022,P00539,Purchase,529,BATCH-8816,SUP003,D22,5/20/2023,46.82,EMP001,,,15604
T037885,8/22/2022,P01385,Purchase,2425,BATCH-7725,SUP010,C43,4/21/2024,28.48,EMP045,PO-2022-03809,,21236
